Krank_Acisi_deg,Analitik_theta3_deg,Simscape_theta3_deg,Hata_theta3_deg,Analitik_theta5_deg,Simscape_theta5_deg,Hata_theta5_deg,Analitik_omega3_deg_s,Simscape_omega3_deg_s,Hata_omega3_deg_s,Analitik_omega5_deg_s,Simscape_omega5_deg_s,Hata_omega5_deg_s,Analitik_alpha3_deg_s2,Simscape_alpha3_deg_s2,Hata_alpha3_deg_s2,Analitik_alpha5_deg_s2,Simscape_alpha5_deg_s2,Hata_alpha5_deg_s2
320,-60.8735664491731,-60.8735664462757,2.89736590275425e-09,-81.1990065362455,-81.1990065437597,-7.5142168043385e-09,92.228039344158,92.2280393498819,5.72383385133435e-09,120.358881591485,120.358881592337,8.51755999065062e-10,-980.644259762085,-980.64425973513,2.69544671027688e-08,-407.764739121154,-407.764739122714,-1.56069290824234e-09
321,-60.6211999415956,-60.6211999390218,2.57374210832495e-09,-80.866256621153,-80.8662566283887,-7.23569826277526e-09,89.4616904903136,89.4616904954389,5.12527265073004e-09,119.218498254403,119.218498255177,7.73695774114458e-10,-1011.22036578452,-1011.22036576137,2.31517560678185e-08,-413.292224614495,-413.292224615124,-6.29540863883449e-10
322,-60.3766364199777,-60.3766364177087,2.2689476963933e-09,-80.5366956158391,-80.5366956228008,-6.96171298386616e-09,86.609630513071,86.609630517623,4.55206361493765e-09,118.062919423881,118.062919424583,7.01106728229206e-10,-1042.35575049805,-1042.3557504784,1.96496330318041e-08,-418.70550507466,-418.705505074447,2.124806997017e-10
323,-60.1401161238505,-60.1401161218667,1.98375005311391e-09,-80.2103652895008,-80.2103652961934,-6.69254518470552e-09,83.6703110971152,83.6703111011227,4.00753208396054e-09,116.892462223652,116.892462224286,6.33761487733864e-10,-1074.04630596169,-1074.04630594524,1.6455715012853e-08,-424.004670105218,-424.004670104249,9.68952917901333e-10
324,-59.9118835751014,-59.9118835733828,1.71859682041031e-09,-79.8873065308494,-79.8873065372777,-6.42828013042163e-09,80.6421982467684,80.6421982502622,3.49378126429656e-09,115.7074434544,115.707443454971,5.71390046388842e-10,-1106.28579515712,-1106.28579514354,1.35783011501189e-08,-429.189863512667,-429.189863511023,1.64391167345457e-09
325,-59.6921875297104,-59.6921875282362,1.47414880302676e-09,-79.5675593492236,-79.5675593553928,-6.16914519468992e-09,77.5237784965333,77.5237784995475,3.0142643936415e-09,114.508179436474,114.508179436988,5.13637132826261e-10,-1139.06563628817,-1139.06563627715,1.10180735646281e-08,-434.261288119101,-434.261288116861,2.24093810174963e-09
326,-59.4812809113848,-59.4812809101343,1.25044863352741e-09,-79.2511628761573,-79.2511628820725,-5.9152398534934e-09,74.3135657397523,74.3135657423225,2.57027465977444e-09,113.294985839474,113.294985839935,4.60573801319697e-10,-1172.37467341316,-1172.37467340438,8.77571437740698e-09,-439.219210401631,-439.219210398868,2.7635564947559e-09
327,-59.2794207253234,-59.2794207242757,1.04773789644241e-09,-78.9381553674386,-78.9381553731053,-5.66673463708867e-09,71.0101087134915,71.0101087156549,2.16336104585935e-09,112.068177499197,112.068177499608,4.11290557167376e-10,-1206.19893332907,-1206.19893332224,6.83485268382356e-09,-444.063964946474,-444.063964943257,3.21688276017085e-09
328,-59.0868679502335,-59.0868679493676,8.65867377797258e-10,-78.6285742056944,-78.6285742111182,-5.42374323231343e-09,67.6119991777798,67.6119991795746,1.79478831796587e-09,110.828068222487,110.828068222853,3.65901087207021e-10,-1240.5213687764,-1240.52136877121,5.19139575771987e-09,-448.795958706158,-448.795958702553,3.60489593731472e-09
329,-58.9038874066189,-58.9038874059143,7.04588387634431e-10,-78.322455903533,-78.3224559087194,-5.18640774771484e-09,64.1178808269057,64.1178808283709,1.46515333199204e-09,109.574970580545,109.57497058087,3.24263282891479e-10,-1275.32158821058,-1275.32158820675,3.82601683668327e-09,-453.415675048752,-453.415675044824,3.92873289456475e-09
330,-58.7307475992567,-58.7307475986934,5.63296964628535e-10,-78.0198361072759,-78.0198361122308,-4.95484187013062e-09,60.5264589695058,60.52645897068,1.17412923827942e-09,108.309195691289,108.309195691575,2.85794499177427e-10,-1310.57557259643,-1310.57557259371,2.71825228992384e-09,-457.923677588658,-457.923677584462,4.19572643295396e-09
331,-58.5677205316742,-58.5677205312328,4.41382042026817e-10,-77.7207496013098,-77.7207496060389,-4.72907402127021e-09,56.8365110125775,56.8365110134991,9.21623666272353e-10,107.031052991393,107.031052991644,2.50622633757303e-10,-1346.25537992636,-1346.25537992451,1.84672899194993e-09,-462.320613789173,-462.320613784766,4.40672920376528e-09
332,-58.4150814903505,-58.4150814900126,3.37905703418073e-10,-77.4252303130837,-77.4252303175929,-4.50928894224489e-09,53.0468977822236,53.0468977829298,7.06144476225745e-10,105.74084999864,105.740849998859,2.18335571844364e-10,-1382.32883844584,-1382.32883844466,1.17893250717316e-09,-466.607218327795,-466.607218323226,4.56947191196377e-09
333,-58.2731087962733,-58.2731087960215,2.51716869570373e-10,-77.1333113187803,-77.1333113230756,-4.29538715707167e-09,49.1565757107591,49.1565757112852,5.26149790402997e-10,104.438892065274,104.438892065463,1.88705939763167e-10,-1418.75922989323,-1418.75922989253,6.9576344685629e-10,-470.784316216023,-470.784316211338,4.68492089567007e-09
334,-58.1420835214102,-58.1420835212287,1.81593406978209e-10,-76.8450248496835,-76.8450248537711,-4.08755340686184e-09,45.1646099156862,45.1646099160653,3.79081654955371e-10,103.125482123026,103.125482123188,1.61691104949568e-10,-1455.50496442739,-1455.50496442703,3.57886165147647e-10,-474.852825666318,-474.852825661562,4.75631622975925e-09
335,-58.0222891675866,-58.0222891674606,1.25972121622908e-10,-76.5604022992652,-76.560402303151,-3.88580190247012e-09,41.0701881908293,41.0701881910918,2.62517119153927e-10,101.800920420544,101.800920420681,1.37006850309263e-10,-1492.51924932878,-1492.51924932864,1.43472789204679e-10,-478.813760699795,-478.813760695005,4.79019490740029e-09
336,-57.9140113052145,-57.9140113051311,8.33253466225869e-11,-76.2794742310106,-76.2794742347007,-3.69009001133236e-09,36.8726359235063,36.8726359236793,1.73038472439657e-10,100.46550425394,100.465504254055,1.14596332423389e-10,-1529.74975401782,-1529.74975401779,2.11457518162206e-11,-482.668233489213,-482.668233484424,4.78979700346827e-09
337,-57.8175371692919,-57.8175371692399,5.19264631293481e-11,-76.0022703870018,-76.0022703905023,-3.50051720943156e-09,32.5714319438487,32.571431943956,1.07398534510139e-10,99.1195276912037,99.1195276912978,9.41327016334981e-11,-1567.1382744405,-1567.13827444054,-3.36513039655983e-11,-486.417456432842,-486.417456428088,4.75398564958596e-09
338,-57.7331552100832,-57.7331552100533,2.99067437481426e-11,-75.7288196972732,-75.7288197005902,-3.31706928591302e-09,28.1662253031637,28.1662253032251,6.13660233739211e-11,97.763281291233,97.7632812913086,7.56443796490203e-11,-1604.62040042312,-1604.62040042317,-4.93400875711814e-11,-490.062743955862,-490.06274395117,4.69185579277109e-09
339,-57.6611545959177,-57.6611545959023,1.54898316395702e-11,-75.459150289955,-75.4591502930947,-3.1397178190673e-09,23.6568529673988,23.6568529674305,3.16795478738641e-11,96.3970518182419,96.3970518183007,5.88187276662211e-11,-1642.12519019487,-1642.12519019492,-4.45652403868735e-11,-493.605514037018,-493.605514032415,4.60335058960482e-09
340,-57.6018246655978,-57.6018246655909,6.89936996423057e-12,-75.1932895022154,-75.1932895051838,-2.96843438718497e-09,19.0433583992326,19.0433583992465,1.3962164757686e-11,95.0211219523105,95.021121952354,4.34994262832333e-11,-1679.57485691487,-1679.5748569149,-2.8421709430404e-11,-497.047289459389,-497.047289454897,4.49244907940738e-09
341,-57.5554543280009,-57.5554543279984,2.45137243837235e-12,-74.9312638920105,-74.9312638948138,-2.80323320112075e-09,14.3260109879569,14.3260109879618,4.87965223783249e-12,93.6357699968443,93.6357699968742,2.98854274660698e-11,-1716.8844727127,-1716.88447271271,-1.15960574476048e-11,-500.389698785221,-500.389698780856,4.36511982115917e-09
342,-57.522331406597,-57.5223314065965,5.89750470680883e-13,-74.6730992506515,-74.6730992532955,-2.64401478489162e-09,9.50532627003765,9.50532627003892,1.27009514017118e-12,92.2412695837072,92.2412695837249,1.76640924109961e-11,-1753.9616964515,-1753.9616964515,-5.91171556152403e-12,-503.634477055933,-503.634477051715,4.21709955844563e-09
343,-57.5027419267844,-57.5027419267843,6.3948846218409e-14,-74.4188206161921,-74.4188206186828,-2.49079334935232e-09,4.58208686501244,4.58208686501245,1.15463194561016e-14,90.8378893767901,90.8378893767965,6.3664629124105e-12,-1790.70653213826,-1790.70653213826,1.36424205265939e-12,-506.783466219506,-506.783466215446,4.05958644478233e-09
344,-57.496969344184,-57.4969693441839,7.105427357601e-15,-74.1684522876413,-74.1684522899848,-2.34351205108396e-09,-0.442635968860562,-0.44263596886045,1.12021503184678e-13,89.4258927747662,89.4258927747629,-3.26849658449646e-12,-1827.01112562438,-1827.01112562439,-1.13686837721616e-12,-509.838615288586,-509.838615284697,3.88808985007927e-09
345,-57.5052937123311,-57.5052937123311,7.105427357601e-15,-73.9220178400023,-73.9220178422043,-2.20205720324884e-09,-5.56746027699187,-5.56746027699195,-8.61533067109121e-14,88.0055376137776,88.0055376137654,-1.22213350550737e-11,-1862.75960794217,-1862.75960794218,-2.27373675443232e-12,-512.801980233715,-512.801980230006,3.70869202015456e-09
346,-57.527990788559,-57.5279907885588,2.48689957516035e-13,-73.6795401401359,-73.6795401422023,-2.06638617328281e-09,-10.7906709908063,-10.7906709908058,5.00932628710871e-13,86.5770758707781,86.5770758707583,-1.97388771994156e-11,-1897.82799429007,-1897.82799429007,-2.27373675443232e-13,-515.675723617193,-515.67572361367,3.52258666680427e-09
347,-57.5653310773032,-57.5653310773016,1.66267000167863e-12,-73.4410413634467,-73.4410413653831,-1.93642790691229e-09,-16.1101973178493,-16.1101973178459,3.36797256750287e-12,85.140753368248,85.1407533682214,-2.66311417362886e-11,-1932.08414828534,-1932.08414828536,-1.68256519827992e-11,-518.462113974059,-518.462113970727,3.33159277943196e-09
348,-57.6175788105554,-57.6175788105494,5.99698068981525e-12,-73.2065430113865,-73.2065430131986,-1.81208292815427e-09,-21.5235901349227,-21.5235901349111,1.16067155886412e-11,83.6968094809695,83.696809480937,-3.24860138789518e-11,-1965.38782161938,-1965.38782161945,-7.07132130628452e-11,-521.163524947715,-521.163524944576,3.13946202368243e-09
349,-57.6849908657808,-57.6849908657649,1.59445789904566e-11,-72.976065929769,-72.9760659314623,-1.69330860444461e-09,-27.0279996082538,-27.0279996082234,3.04360980862839e-11,82.2454768455349,82.2454768454974,-3.74882347387029e-11,-1997.5907796454,-1997.59077964562,-2.20779838855378e-10,-523.782434188613,-523.782434185667,2.94551227852935e-09
350,-57.7678156222757,-57.7678156222403,3.54276608049986e-11,-72.7496303278865,-72.7496303294664,-1.57989177296258e-09,-32.6201532943149,-32.6201532942494,6.54694076729356e-11,80.7869810732327,80.7869810731909,-4.17799128626939e-11,-2028.53702366481,-2028.53702366536,-5.51153789274395e-10,-526.32142202532,-526.321422022569,2.75122147286311e-09
351,-57.8662917576847,-57.8662917576151,6.95337121214834e-11,-72.5272557984187,-72.5272557998905,-1.47177559028933e-09,-38.2963350049303,-38.2963350048045,1.25822907648399e-10,79.3215404669288,79.3215404668833,-4.54889459433616e-11,-2058.0631207182,-2058.06312071938,-1.18416210170835e-09,-528.783169918108,-528.783169915547,2.56090970651712e-09
352,-57.9806469872318,-57.9806469871071,1.24700250125898e-10,-72.3089613381221,-72.308961339491,-1.36890321300598e-09,-44.052364750099,-44.0523647498794,2.19593232486659e-10,77.8493657425334,77.849365742485,-4.84305928694084e-11,-2085.99865148898,-2085.9986514913,-2.31875674217008e-09,-531.170458705925,-531.170458703553,2.37275799008785e-09
353,-58.111096749127,-58.1110967489181,2.08878248031397e-10,-72.0947653692857,-72.0947653705569,-1.27113253256539e-09,-49.8835801008432,-49.8835801004855,3.57651686044846e-10,76.3706597556113,76.3706597555605,-5.0860649025708e-11,-2112.16678644913,-2112.16678645335,-4.22051016357727e-09,-533.48616665833,-533.486166656141,2.18938112084288e-09
354,-58.2578428405993,-58.2578428402676,3.31688454480172e-10,-71.8846857619385,-71.8846857631168,-1.17825038614683e-09,-55.7848193414905,-55.7848193409401,5.50407719401846e-10,74.8856172336601,74.8856172336074,-5.27080601386842e-11,-2136.38499957689,-2136.38499958413,-7.23912307876162e-09,-535.733267344528,-535.733267342518,2.01021066459361e-09
355,-58.4210720100695,-58.4210720095652,5.0437165555195e-10,-71.6787398567922,-71.6787398578825,-1.0902567737503e-09,-61.7504068051984,-61.7504068043891,8.09336597740185e-10,73.3944245145465,73.3944245144924,-5.41149347554892e-11,-2158.46592781517,-2158.46592782702,-1.18466232379433e-08,-537.914827332193,-537.914827330355,1.83854353963397e-09
356,-58.6009545120979,-58.6009545113581,7.3971762049041e-10,-71.4769444889016,-71.4769444899086,-1.00699537597393e-09,-67.7741408071394,-67.7741408059953,1.14407328055677e-09,71.8972592915576,71.8972592915028,-5.48112666365341e-11,-2178.21838288213,-2178.21838290074,-1.86078068509232e-08,-540.034003729182,-540.034003727508,1.6746071196394e-09
357,-58.7976426329174,-58.7976426318651,1.05236352965221e-09,-71.2793160120231,-71.2793160129513,-9.28281451706425e-10,-73.8492846054953,-73.8492846039316,1.56364876602311e-09,70.3942903654819,70.3942903654266,-5.53512791157118e-11,-2195.44852006439,-2195.44852009263,-2.82389009953476e-08,-542.094041581599,-542.094041580083,1.51578660734231e-09
358,-59.0112691955726,-59.011269194114,1.45862344425041e-09,-71.0858703236518,-71.0858703245058,-8.54001314110064e-10,-79.9685608299969,-79.9685608279232,2.07376160688e-09,68.8856774041022,68.8856774040469,-5.53086465515662e-11,-2209.96116619932,-2209.9611662409,-4.15789145336021e-08,-544.098271141928,-544.09827114056,1.36776634462876e-09
359,-59.2419460549094,-59.2419460529331,1.97624672182428e-09,-70.8966228907165,-70.8966228915005,-7.8402706549241e-10,-86.1241498199933,-86.1241498173156,2.67775135398551e-09,67.3715707094419,67.3715707093869,-5.49391643289709e-11,-2221.56130618116,-2221.56130624081,-5.96442077949177e-08,-546.050105021129,-546.050105019904,1.22486198961269e-09
360,-59.4897625938845,-59.4897625912599,2.62455301935915e-09,-70.7115887759093,-70.7115887766276,-7.18230808161024e-10,-92.3076923076922,-92.307692304319,3.37325900545693e-09,65.852110993066,65.8521109930115,-5.44844169780845e-11,-2230.05572401566,-2230.05572409923,-8.35675564303529e-08,-547.953035238671,-547.95303523758,1.09071152110118e-09
