Krank_Acisi_deg,Analitik_theta3_deg,Simscape_theta3_deg,Hata_theta3_deg,Analitik_theta5_deg,Simscape_theta5_deg,Hata_theta5_deg,Analitik_omega3_deg_s,Simscape_omega3_deg_s,Hata_omega3_deg_s,Analitik_omega5_deg_s,Simscape_omega5_deg_s,Hata_omega5_deg_s,Analitik_alpha3_deg_s2,Simscape_alpha3_deg_s2,Hata_alpha3_deg_s2,Analitik_alpha5_deg_s2,Simscape_alpha5_deg_s2,Hata_alpha5_deg_s2
154,-112.576540065661,-112.576540065651,9.35074240260292e-12,-108.455367415418,-108.455367517488,-1.02070089269546e-07,24.6748531355614,24.6748531355587,-2.74269496003399e-12,-227.077397027256,-227.077397138718,-1.11462611585011e-07,593.13818545965,593.13818545966,1.03455022326671e-11,1049.87429438699,1049.87429923945,4.85246346215717e-06
155,-112.505713111202,-112.505713111189,1.23350218927953e-11,-109.081972381996,-109.081972478878,-9.6882686762001e-08,26.3196087003975,26.319608700394,-3.5456082514429e-12,-224.036908199202,-224.036908295517,-9.63150910138211e-08,591.096102166879,591.096102166889,1.02318153949454e-11,1139.01311561348,1139.0131203077,4.6942213884904e-06
156,-112.430325191802,-112.430325191786,1.59587898451719e-11,-109.699789801055,-109.699789892539,-9.14844804356107e-08,27.9587754156419,27.9587754156377,-4.2525982735242e-12,-220.751179094136,-220.751179175967,-8.18318710571475e-08,589.113468399374,589.113468399386,1.23918653116561e-11,1226.38893081134,1226.38893531532,4.50398374596261e-06
157,-112.350391608438,-112.350391608417,2.03499439521693e-11,-110.308145698275,-110.308145784206,-8.59306084066702e-08,29.5925122084317,29.5925122084264,-5.28288524037634e-12,-217.225588388805,-217.225588456975,-6.81700385030126e-08,587.185813025169,587.185813025181,1.19371179607697e-11,1311.65698995659,1311.65699424238,4.28578732680762e-06
158,-112.265927237864,-112.265927237839,2.55511167779332e-11,-110.906382354531,-110.906382434808,-8.0276976177629e-08,31.2209655902806,31.2209655902743,-6.3629101987317e-12,-213.46645513188,-213.466455187339,-5.54590258161625e-08,585.308668297033,585.308668297044,1.08002495835535e-11,1394.48553016896,1394.4855342131,4.04413276555715e-06
159,-112.176946567093,-112.176946567062,3.16759951601853e-11,-111.493860863708,-111.493860938288,-7.457931872068e-08,32.8442696695822,32.8442696695745,-7.69517782828189e-12,-209.480998132351,-209.480998176155,-4.38038512129424e-08,583.477572092946,583.477572092956,1.00044417195022e-11,1474.55900820144,1474.55901198533,3.78388790522877e-06
160,-112.083463727817,-112.083463727778,3.87245790989255e-11,-112.069963565519,-112.069963634411,-6.88918362357072e-08,34.4625461704071,34.4625461703981,-9.03810359886847e-12,-205.277286675258,-205.277286708536,-3.32772458477848e-08,581.688070209915,581.688070209922,6.48014975013211e-12,1551.58110285656,1551.58110636669,3.51013159161084e-06
161,-111.985492530779,-111.985492530732,4.69810856884578e-11,-112.634096330183,-112.634096393449,-6.32667536137888e-08,36.0759044577561,36.0759044577458,-1.03810293694551e-11,-200.864183279509,-200.864183303437,-2.39280382174911e-08,579.935718718054,579.935718718057,2.8421709430404e-12,1625.27743390894,1625.27743713688,3.2279376682709e-06
162,-111.883046500057,-111.883046500001,5.63886715099216e-11,-113.185690674017,-113.18569073177,-5.77525440803583e-08,37.6844415694412,37.6844415694293,-1.18589582598361e-11,-196.251279351447,-196.25127936722,-1.57723718530178e-08,578.216086380523,578.216086380521,-2.38742359215394e-12,1695.39795117813,1695.39795412043,2.94229994324269e-06
163,-111.776138907261,-111.776138907194,6.71036559651839e-11,-113.72420568754,-113.724205739934,-5.23939291952047e-08,39.2882422547863,39.2882422547725,-1.37490019369579e-11,-191.448824705284,-191.448824714085,-8.80109496392834e-09,576.524757143689,576.524757143677,-1.23918653116561e-11,1761.71895572376,1761.71895838169,2.65792118625541e-06
164,-111.664782805599,-111.66478280552,7.92255150372512e-11,-114.249129760496,-114.249129807727,-4.72307846166586e-08,40.8873790203455,40.8873790203301,-1.54116719386366e-11,-186.467652014443,-186.467652017422,-2.97907831736666e-09,574.8573327006,574.857332700577,-2.22826201934367e-11,1824.04472441037,1824.0447267895,2.37913218370522e-06
165,-111.548991063814,-111.548991063721,9.28963572732755e-11,-114.759982091285,-114.759982133582,-4.22977421976611e-08,42.4819121828474,42.4819121828302,-1.71880287780368e-11,-181.319097324121,-181.319097322371,1.74927095031308e-09,573.209435129643,573.209435129607,-3.55839802068658e-11,1882.20871896351,1882.20872107328,2.10976622838643e-06
166,-111.428776399966,-111.428776399858,1.08187236946833e-10,-115.256313971478,-115.256314009102,-3.76237352384123e-08,44.0718899295729,44.0718899295537,-1.91775484381651e-11,-176.014917793771,-176.014917788313,5.45776401850162e-09,571.576709609083,571.57670960903,-5.34328137291595e-11,1936.07437074766,1936.07437260076,1.85309750122542e-06
167,-111.30415141503,-111.304151414904,1.25240262605075e-10,-115.737709839357,-115.737709872588,-3.32318990103886e-08,45.6573483863796,45.6573483863585,-2.1103119252075e-11,-170.567207848647,-170.567207840412,8.23570189822931e-09,569.954827206983,569.95482720691,-7.32143234927207e-11,1985.53544247824,1985.53544409004,1.61179673341394e-06
168,-111.175128626294,-111.17512862615,1.44169121085724e-10,-116.203788099674,-116.203788128813,-2.91394570695047e-08,47.2383116935784,47.2383116935551,-2.32489583140705e-11,-164.98831490282,-164.988314892638,1.01817647646385e-08,568.339487744866,568.339487744768,-9.82254277914762e-11,2030.51597759634,2030.51597898421,1.38787504511129e-06
169,-111.041720500544,-111.041720500379,1.65144342645362e-10,-116.654201710029,-116.654201735386,-2.53577070452593e-08,48.8147920898636,48.8147920898382,-2.54090082307812e-11,-159.290755773906,-159.290755762504,1.14020792807423e-08,566.726422732383,566.726422732255,-1.28238752949983e-10,2070.96985678009,2070.96985796282,1.1827255548269e-06
170,-110.903939486991,-110.903939486803,1.88251192412281e-10,-117.088638537244,-117.088638559137,-2.18927169726157e-08,50.3867900044907,50.3867900044635,-2.72422084890422e-11,-153.487134844695,-153.487134832692,1.20035110739991e-08,565.111398369152,565.11139836899,-1.62003743753303e-10,2106.87998878827,2106.87998978545,9.97178631223505e-07
171,-110.76179804994,-110.761798049727,2.13574935514771e-10,-117.506821489981,-117.506821508726,-1.87449842314891e-08,51.9542941578781,51.9542941578486,-2.95301560981898e-11,-147.59006494195,-147.590064929856,1.20936078928935e-08,563.490218608883,563.490218608683,-2.00429894903209e-10,2138.25716933172,2138.25717016316,8.31441411719425e-07
172,-110.615308701167,-110.615308700926,2.41314523918845e-10,-117.908508436358,-117.908508452269,-1.59104018848666e-08,53.5172816708024,53.5172816707709,-3.14557269120996e-11,-141.612091801624,-141.612091789848,1.17759668682993e-08,561.85872827991,561.858728279663,-2.47723619395401e-10,2165.13864681446,2165.13864749974,6.85282429913059e-07
173,-110.464484031975,-110.464484031704,2.7154101189808e-10,-118.293491917632,-118.293491931013,-1.33806850044493e-08,55.0757181823306,55.0757181822971,-3.35020899910887e-11,-135.565622876314,-135.565622865167,1.11469091734762e-08,560.212816255266,560.212816254968,-2.98200575343799e-10,2187.58643750918,2187.58643806721,5.58031388209201e-07
174,-110.309336744916,-110.309336744612,3.04410718854342e-10,-118.661598670887,-118.66159868203,-1.11439533156954e-08,56.6295579766192,56.6295579765837,-3.54845042238594e-11,-129.462861119038,-129.462861108743,1.02943715774018e-08,558.548418664523,558.548418664168,-3.55157681042328e-10,2205.68543502457,2205.68543547325,4.48677837994182e-07
175,-110.149879685145,-110.149879684805,3.40079964189499e-10,-119.012688975315,-119.0126889845,-9.18512910175195e-09,58.1787441186823,58.178744118645,-3.72963882000477e-11,-123.315744251221,-123.315744241924,9.29669852212101e-09,556.861522138735,556.861522138314,-4.20868673245423e-10,2219.54135983437,2219.54136019034,3.55964402842801e-07
176,-109.986125871384,-109.986125871006,3.78747699869564e-10,-119.346655837868,-119.346655845354,-7.48660511362687e-09,59.7232085992088,59.7232085991698,-3.90230070479447e-11,-117.135889895911,-117.13588988769,8.22151946522354e-09,555.14816707901,555.148167078518,-4.92264007334597e-10,2229.27859426783,2229.27859454623,2.78404058917658e-07
177,-109.818088526476,-109.818088526056,4.20385504185106e-10,-119.663424034948,-119.663424040978,-6.02939564942062e-09,61.2628724884804,61.2628724884396,-4.08064693147026e-11,-110.934546832937,-110.934546825811,7.12529413249285e-09,553.404450938461,553.404450937888,-5.72867975279223e-10,2235.0379468457,2235.03794706016,2.1446066966746e-07
178,-109.64578110749,-109.645781107025,4.65220750811568e-10,-119.96294902739,-119.962949032183,-4.79302286748862e-09,62.7976460994116,62.7976460993695,-4.20783408117131e-11,-104.722552514119,-104.722552508067,6.05206196269137e-09,551.626531506583,551.626531505924,-6.58701537759043e-10,2236.97438735065,2236.97438751319,1.6253579815384e-07
179,-109.469217335372,-109.469217334858,5.13452391714964e-10,-120.245215766149,-120.245215769905,-3.75642628114292e-09,64.3274291597029,64.3274291596593,-4.35278479926637e-11,-98.5102968660857,-98.5102968610472,5.03857222611259e-09,549.810630184465,549.810630183712,-7.52493178879377e-10,2235.25479072817,2235.25479084918,1.21003267850028e-07
180,-109.288411224091,-109.288411223526,5.65123059459438e-10,-120.510237406116,-120.510237409014,-2.89828960831073e-09,65.8521109930659,65.8521109930213,-4.46789272245951e-11,-92.3076923076923,-92.3076923035847,4.10760492286499e-09,547.953035238671,547.953035237816,-8.55266080179717e-10,2230.05572401566,2230.05572410403,8.83678694663104e-08
181,-109.103377109283,-109.103377108663,6.20403284301574e-10,-120.758053945091,-120.758053947288,-2.19763762743241e-09,67.3715707094419,67.3715707093962,-4.56878979093744e-11,-86.1241498199933,-86.1241498167168,3.27652571741055e-09,546.050105021129,546.050105020165,-9.64632818067912e-10,2221.56130618116,2221.56130624433,6.3163952290779e-08
182,-108.914129676348,-108.914129675669,6.79463596497953e-10,-120.988730804427,-120.988730806062,-1.63424829224823e-09,68.8856774041022,68.8856774040559,-4.62421212432673e-11,-79.9685608299969,-79.9685608274441,2.5528521518936e-09,544.098271141928,544.098271140845,-1.08263975562295e-09,2209.96116619932,2209.96116624342,4.40973053628113e-08
183,-108.720683987977,-108.720683987235,7.42375050322153e-10,-121.202357367083,-121.202357368271,-1.18878062949079e-09,70.3942903654818,70.3942903654352,-4.6640025175293e-11,-73.8492846054955,-73.8492846035564,1.93907112588931e-09,542.094041581599,542.094041580393,-1.20655840873951e-09,2195.44852006439,2195.44852009435,2.99583007290494e-08
184,-108.523055511098,-108.523055510289,8.093508085949e-10,-121.399045487902,-121.399045488745,-8.43314751364233e-10,71.8972592915576,71.897259291511,-4.66116034658626e-11,-67.7741408071395,-67.7741408057073,1.43222678161692e-09,540.034003729182,540.034003727844,-1.33877620100975e-09,2178.21838288213,2178.21838290188,1.97437657334376e-08
185,-108.321260143208,-108.321260142327,8.80461925589771e-10,-121.57892798993,-121.578927990511,-5.80854475629167e-10,73.3944245145465,73.3944245145002,-4.62705429526977e-11,-61.7504068051985,-61.7504068041743,1.02424024817083e-09,537.914827332193,537.914827330715,-1.47826995089417e-09,2158.46592781517,2158.46592782773,1.25578480947297e-08
186,-108.115314238061,-108.115314237106,9.55836298999202e-10,-121.742157159401,-121.742157159787,-3.86378928851627e-10,74.8856172336601,74.8856172336145,-4.55600002169376e-11,-55.7848193414904,-55.7848193407846,7.05888680840872e-10,535.733267344528,535.733267342905,-1.62344804266468e-09,2136.38499957689,2136.38499958455,7.65749064157717e-09
187,-107.905234630714,-107.905234629679,1.03571551335335e-09,-121.888903250873,-121.88890325112,-2.46615172727616e-10,76.3706597556114,76.3706597555669,-4.44941861132975e-11,-49.8835801008432,-49.8835801003768,4.6640025175293e-10,533.48616665833,533.486166656555,-1.77533365786076e-09,2112.16678644913,2112.16678645357,4.44060788140632e-09
188,-107.691038661878,-107.691038660758,1.12004272523336e-09,-122.019353012768,-122.019353012918,-1.49455559039779e-10,77.8493657425334,77.8493657424906,-4.28173052569036e-11,-44.0523647500992,-44.052364749807,2.92224910936056e-10,531.170458705925,531.170458703992,-1.93313098861836e-09,2085.99865148898,2085.9986514914,2.41698216996156e-09
189,-107.472744201581,-107.472744200372,1.20905951916939e-09,-122.133708242315,-122.1337082424,-8.48956460686168e-11,79.3215404669288,79.321540466888,-4.08135747420602e-11,-38.2963350049305,-38.2963350047593,1.71148428762535e-10,528.783169918108,528.783169916013,-2.09467998502078e-09,2058.0631207182,2058.06312071941,1.21690391097218e-09
190,-107.250369672113,-107.250369670811,1.30290800370858e-09,-122.232184377724,-122.232184377769,-4.4252601583139e-11,80.7869810732327,80.7869810731947,-3.80424580725958e-11,-32.6201532943149,-32.6201532942228,9.2121865691297e-11,526.32142202532,526.32142202306,-2.26043539441889e-09,2028.53702366481,2028.53702366535,5.49107426195405e-10
191,-107.023934070231,-107.023934068829,1.40167344397923e-09,-122.315009134219,-122.31500913424,-2.05204742087517e-11,82.2454768455349,82.2454768454999,-3.49587025993969e-11,-27.0279996082538,-27.0279996082094,4.44266845534003e-11,523.782434188613,523.782434186186,-2.42641817749245e-09,1997.5907796454,1997.59077964562,2.13958628592081e-10
192,-106.793456988614,-106.793456987108,1.50539847254549e-09,-122.382421189445,-122.382421189453,-7.94386778579792e-12,83.6968094809694,83.6968094809384,-3.10507175527164e-11,-21.5235901349228,-21.523590134905,1.77386993982509e-11,521.163524947715,521.163524945118,-2.59717580775032e-09,1965.38782161938,1965.38782161945,6.93489710101858e-11
193,-106.558958636553,-106.558958634939,1.61428204137337e-09,-122.434668922697,-122.434668922699,-2.30215846386272e-12,85.140753368248,85.1407533682215,-2.64890331891365e-11,-16.1101973178494,-16.110197317844,5.37170308234636e-12,518.462113974059,518.462113971293,-2.76622813544236e-09,1932.08414828534,1932.08414828536,2.09183781407773e-11
194,-106.320459859864,-106.320459858136,1.72839520473644e-09,-122.472009211441,-122.472009211441,-3.97903932025656e-13,86.577075870778,86.5770758707569,-2.11457518162206e-11,-10.7906709908064,-10.7906709908055,9.37916411203332e-13,515.675723617193,515.675723614259,-2.93357516056858e-09,1897.82799429007,1897.82799429008,5.45696821063757e-12
195,-106.077982159998,-106.07798215815,1.84780901690829e-09,-122.494706287669,-122.494706287669,8.5265128291212e-14,88.0055376137776,88.0055376137626,-1.50066625792533e-11,-5.56746027699185,-5.56746027699211,-2.51354492775135e-13,512.801980233715,512.801980230616,-3.09842107526492e-09,1862.75960794217,1862.75960794218,4.54747350886464e-13
196,-105.831547712359,-105.831547710386,1.97263716472662e-09,-122.503030655816,-122.503030655816,4.2632564145606e-14,89.4258927747662,89.4258927747582,-7.95807864051312e-12,-0.442635968860584,-0.442635968860603,-1.89293025698589e-14,509.838615288586,509.838615285329,-3.25684368363e-09,1827.01112562439,1827.01112562438,-1.13686837721616e-12
197,-105.581179383808,-105.581179381705,2.10292228075559e-09,-122.497258073216,-122.497258073216,-1.4210854715202e-14,90.83788937679,90.8378893767899,-7.105427357601e-14,4.58208686501237,4.58208686501235,-2.1316282072803e-14,506.783466219506,506.783466216095,-3.41054828822962e-09,1790.70653213826,1790.70653213826,3.41060513164848e-12
198,-105.326900749348,-105.32690074711,2.23883489525178e-09,-122.477668593403,-122.477668593403,-2.27373675443232e-13,92.2412695837072,92.2412695837162,8.98126018000767e-12,9.50532627003763,9.50532627003775,1.22568621918617e-13,503.634477055932,503.63447705238,-3.55231577486848e-09,1753.9616964515,1753.9616964515,6.59383658785373e-12
199,-105.068736107989,-105.068736105609,2.38031816479634e-09,-122.444545671999,-122.444545672001,-1.52056145452661e-12,93.6357699968443,93.6357699968633,1.90283344636555e-11,14.3260109879569,14.3260109879591,2.23288054712611e-12,500.389698785221,500.389698781536,-3.68441988030099e-09,1716.8844727127,1716.88447271272,2.00088834390044e-11
200,-104.806710497785,-104.806710495257,2.52752840879111e-09,-122.398175334402,-122.398175334407,-4.9737991503207e-12,95.0211219523105,95.021121952341,3.04680725093931e-11,19.0433583992326,19.0433583992409,8.32756086310837e-12,497.047289459389,497.047289455583,-3.8059511098254e-09,1679.57485691487,1679.57485691491,4.29736246587709e-11
201,-104.540849710045,-104.540849707365,2.68043720552669e-09,-122.338845404082,-122.338845404094,-1.22213350550737e-11,96.3970518182419,96.397051818285,4.30873114964925e-11,23.6568529673987,23.6568529674205,2.17923457057623e-11,493.605514037018,493.605514033112,-3.90639343095245e-09,1642.12519019487,1642.12519019496,8.230927051045e-11
202,-104.271180302727,-104.271180299888,2.83914403098606e-09,-122.266844789917,-122.266844789942,-2.47837306233123e-11,97.763281291233,97.7632812912903,5.73407987758401e-11,28.1662253031636,28.1662253032096,4.60111948541453e-11,490.062743955862,490.062743951872,-3.99035116060986e-09,1604.62040042312,1604.62040042324,1.16415321826935e-10
203,-103.997729612998,-103.997729609995,3.00367730687867e-09,-122.182462830708,-122.182462830753,-4.47641923528863e-11,99.1195276912037,99.1195276912767,7.30011606719927e-11,32.5714319438486,32.5714319439338,8.52722337185696e-11,486.417456432842,486.417456428789,-4.05384525947738e-09,1567.1382744405,1567.13827444065,1.41199052450247e-10
204,-103.720525768989,-103.720525765815,3.17396597893094e-09,-122.085988694786,-122.08598869486,-7.4010131356772e-11,100.46550425394,100.46550425403,9.02815600056783e-11,36.8726359235063,36.8726359236499,1.43543843478255e-10,482.668233489213,482.668233485124,-4.08959976994083e-09,1529.74975401781,1529.74975401795,1.38015820994042e-10
205,-103.439597700735,-103.439597697385,3.35016636654473e-09,-121.977710832413,-121.977710832528,-1.14283693619655e-10,101.800920420544,101.800920420653,1.09508846435347e-10,41.0701881908293,41.0701881910542,2.24872565013357e-10,478.813760699796,478.813760695696,-4.09909262089059e-09,1492.51924932878,1492.51924932886,8.00355337560177e-11
206,-103.154975150316,-103.154975146784,3.53217899373703e-09,-121.85791647859,-121.857916478757,-1.67659663929953e-10,103.125482123026,103.125482123156,1.30512489704415e-10,45.1646099156862,45.1646099160193,3.33145067088481e-10,474.852825666318,474.85282566224,-4.07789002565551e-09,1455.50496442739,1455.50496442733,-6.45741238258779e-11
207,-102.86668868122,-102.8666886775,3.72003228221729e-09,-121.726891203727,-121.726891203963,-2.35772290579916e-10,104.438892065274,104.438892065428,1.53733026309055e-10,49.156575710759,49.1565757112311,4.72070382784295e-10,470.784316216023,470.784316212003,-4.02059185944381e-09,1418.75922989323,1418.75922989291,-3.19687387673184e-10
208,-102.574769686916,-102.574769683003,3.91366938856663e-09,-121.58491850965,-121.58491850997,-3.20255821861792e-10,105.74084999864,105.74084999882,1.79298353941704e-10,53.0468977822236,53.0468977828684,6.44803321847576e-10,466.607218327795,466.607218323867,-3.92788024328183e-09,1382.32883844584,1382.32883844512,-7.189555617515e-10
209,-102.27925039869,-102.279250394577,4.11306189107563e-09,-121.432279468326,-121.432279468748,-4.22488710682956e-10,107.031052991393,107.0310529916,2.071516291835e-10,56.8365110125775,56.8365110134308,8.53276560519589e-10,462.320613789173,462.32061378538,-3.79293396690628e-09,1346.25537992636,1346.25537992507,-1.291709850193e-09
210,-101.980163892724,-101.980163888406,4.31823821145372e-09,-121.269252400743,-121.269252401287,-5.43892042514926e-10,108.309195691289,108.309195691527,2.37733388530614e-10,60.5264589695058,60.5264589706065,1.10070175196597e-09,457.923677588658,457.923677585047,-3.61103502655169e-09,1310.57557259643,1310.57557259435,-2.07683115149848e-09
211,-101.677544096467,-101.677544091938,4.52909887371788e-09,-121.096112593381,-121.096112594066,-6.85304257785901e-10,109.574970580545,109.574970580817,2.71313638222637e-10,64.1178808269057,64.1178808282932,1.38754785439232e-09,453.415675048752,453.415675045367,-3.38530981025542e-09,1275.32158821058,1275.32158820748,-3.09341885440517e-09
212,-101.371425794306,-101.37142578956,4.74553019103041e-09,-120.913132049767,-120.913132050614,-8.47663272907084e-10,110.828068222487,110.828068222795,3.07636582874693e-10,67.6119991777797,67.6119991794951,1.71539227267203e-09,448.795958706158,448.795958703054,-3.10348013954354e-09,1240.5213687764,1240.52136877202,-4.37671587860677e-09
213,-101.061844632561,-101.061844627594,4.96748953082715e-09,-120.720579274677,-120.720579275708,-1.0316512089048e-09,112.068177499197,112.068177499545,3.47341710948967e-10,71.0101087134916,71.0101087155759,2.08429185022396e-09,444.063964946474,444.063964943706,-2.7674786906573e-09,1206.19893332907,1206.19893332312,-5.94945959164761e-09
214,-100.748837123843,-100.748837118648,5.19489162797981e-09,-120.518719088615,-120.518719089853,-1.23759491543751e-09,113.294985839474,113.294985839865,3.90627974411473e-10,74.3135657397522,74.3135657422462,2.49394815909909e-09,439.219210401631,439.219210399261,-2.37002950598253e-09,1172.37467341316,1172.37467340533,-7.82188180892263e-09
215,-100.432440650776,-100.432440645349,5.42759437394125e-09,-120.30781247029,-120.307812471755,-1.46566492276179e-09,114.508179436474,114.508179436912,4.37424318988633e-10,77.5237784965332,77.5237784994765,2.94326696348435e-09,434.261288119102,434.261288117191,-1.91056415133062e-09,1139.06563628817,1139.06563627815,-1.00203578767832e-08
216,-100.112693469151,-100.112693463485,5.66554092529259e-09,-120.088116424899,-120.088116426615,-1.71587544173235e-09,115.7074434544,115.707443454888,4.88526552544499e-10,80.6421982467683,80.6421982501994,3.43108297329309e-09,429.189863512667,429.189863511284,-1.38220457301941e-09,1106.28579515712,1106.28579514457,-1.25473889056593e-08
217,-99.7896347104992,-99.7896347045907,5.9085039083584e-09,-119.85988387615,-119.859883878138,-1.98807015294733e-09,116.892462223652,116.892462224196,5.43451506018755e-10,83.6703110971152,83.6703111010708,3.95561983168591e-09,424.004670105218,424.004670104433,-7.85405518399784e-10,1074.04630596169,1074.04630594628,-1.54097961058142e-08
218,-99.4633043841609,-99.4633043780044,6.15646911228396e-09,-119.623363580022,-119.623363582304,-2.28179430905584e-09,118.062919423882,118.062919424485,6.03137095822603e-10,86.609630513071,86.6096305175852,4.51423431968578e-09,418.70550507466,418.705505074545,-1.14084741653642e-10,1042.35575049805,1042.35575047944,-1.86080342245987e-08
219,-99.1337433788471,-99.1337433724379,6.40913810912025e-09,-119.378800058404,-119.378800061001,-2.59646526501456e-09,119.218498254403,119.218498255071,6.67569111101329e-10,89.4616904903135,89.4616904954178,5.10426900746097e-09,413.292224614495,413.29222461513,6.35111518931808e-10,1011.22036578452,1011.22036576238,-2.21388063437189e-08
220,-98.8009934637545,-98.8009934570881,6.66642563373898e-09,-119.126433550827,-119.126433553758,-2.93148616492545e-09,120.358881591485,120.358881592223,7.37315986043541e-10,92.228039344158,92.228039349881,5.72302383261558e-09,407.764739121154,407.764739122621,1.4676402315672e-09,980.644259762085,980.644259736088,-2.59977923633414e-08
221,-98.46509728926,-98.4650972823319,6.92810431246471e-09,-118.866499982638,-118.866499985923,-3.28587645981315e-09,121.483752132041,121.483752132853,8.12036660136073e-10,94.9102340794237,94.9102340857904,6.36671870779537e-09,402.123008220447,402.123008222831,2.38429720411659e-09,950.629613531513,950.629613501345,-3.01682803183212e-08
222,-98.1260983872353,-98.1260983800414,7.19397519333143e-09,-118.599230948049,-118.599230951708,-3.65874086583062e-09,122.592792523294,122.592792524187,8.92654838935414e-10,97.5098353037127,97.5098353107444,7.03174407590268e-09,396.367035645848,396.367035649236,3.38820882461732e-09,921.176870431216,921.176870396586,-3.46303750120569e-08
223,-97.7840411710215,-97.7840411635576,7.46385353522783e-09,-118.324853706606,-118.324853710655,-4.04885724947235e-09,123.685685478031,123.68568547901,9.79184733296279e-10,100.028402648065,100.028402655779,7.71474617522472e-09,390.496863981474,390.496863985958,4.48403625341598e-09,892.284912340009,892.284912300635,-3.93738446291536e-08
224,-97.4389709351038,-97.4389709273663,7.73751196447847e-09,-118.043591191707,-118.043591196162,-4.45513137492526e-09,124.762113875073,124.762113876145,1.07208109056955e-09,102.46749066011,102.467490668521,8.41129121909034e-09,384.512569282778,384.512569288451,5.67263214179548e-09,863.951223650925,863.951223606558,-4.43673116024002e-08
225,-97.0909338545287,-97.090933846514,8.01472310740792e-09,-117.755662029915,-117.755662034791,-4.87618478928198e-09,125.821760844655,125.821760845826,1.17181286896084e-09,104.828645136146,104.828645145263,9.11768438527361e-09,378.414255587998,378.414255594957,6.9589418671967e-09,836.172043409085,836.172043359496,-4.95882659379276e-08
226,-96.7399769841042,-96.7399769758091,8.295145903503e-09,-117.46128056989,-117.461280575201,-5.310695883054e-09,126.864309838416,126.864309839694,1.27802479710226e-09,107.113399859988,107.113399869818,9.83025927325798e-09,372.202049333343,372.202049341686,8.34370439406484e-09,808.94250613993,808.942506084916,-5.50139702681918e-08
227,-96.3861482574285,-96.3861482488498,8.57869508763542e-09,-117.160656919844,-117.160656925602,-5.75737146846222e-09,127.889444683765,127.889444685157,1.39185374337103e-09,109.323273717935,109.32327372848,1.05447384157742e-08,365.876093684828,365.876093694659,9.83112613539561e-09,782.256771916248,782.256771855641,-6.06067942499067e-08
228,-96.0294964857883,-96.0294964769234,8.86490170159959e-09,-116.85399699253,-116.853996998745,-6.21477624918043e-09,128.896849622396,128.896849623909,1.51317181007471e-09,111.459768160734,111.459768171991,1.12574980448699e-08,359.436542799436,359.436542810856,1.14207523438381e-08,756.108146224751,756.108146158404,-6.63467289996333e-08
229,-95.6700713569736,-95.67007134782,9.15359521513892e-09,-116.54150255682,-116.541502563501,-6.68119071178808e-09,129.886209332777,129.886209334419,1.64223479259817e-09,113.52436498499,113.524364996954,1.19643601692587e-08,352.883556028037,352.883556041152,1.31151409732411e-08,730.48919019736,730.489190125165,-7.21940978110069e-08
230,-95.3079234340517,-95.3079234246073,9.44443456774025e-09,-116.223371295045,-116.2233713022,-7.15539272277965e-09,130.857208936471,130.857208938251,1.7797674445319e-09,115.518524408053,115.518524420715,1.26619283946638e-08,346.217292072202,346.21729208712,1.49187826536945e-08,705.391821769965,705.391821691844,-7.81210474087857e-08
231,-94.9431041541465,-94.9431041444095,9.73705027718097e-09,-115.899796865291,-115.899796872927,-7.63563434702519e-09,131.809533988182,131.809533990108,1.92588345271361e-09,117.443683411935,117.443683425282,1.33467636942441e-08,339.437903106607,339.437903123434,1.68271867551084e-08,680.807408323646,680.807408239551,-8.4095518104732e-08
232,-94.575665827268,-94.5756658172368,1.00312149697857e-08,-115.57096896796,-115.570968976081,-8.12060818589089e-09,132.742870449424,132.742870451504,2.080497552015e-09,119.301254333371,119.301254347386,1.40151428240642e-08,332.545528878342,332.545528897188,1.88455260285991e-08,656.726851351085,656.726851260999,-9.00855638974463e-08
233,-94.2056616352378,-94.2056616249113,1.03265165307675e-08,-115.237073415922,-115.237073424531,-8.60873683450336e-09,133.656904645795,133.656904648039,2.24432028517185e-09,121.092623678593,121.092623693258,1.46643941434377e-08,325.540290793909,325.540290814882,2.09734025702346e-08,633.140663675251,633.140663579187,-9.60634451985243e-08
234,-93.8331456307562,-93.8331456201336,1.06226849538871e-08,-114.898292207672,-114.89829221677,-9.0986134182458e-09,134.551323207816,134.551323210233,2.41760744756903e-09,122.819151142855,122.819151158146,1.52913059991988e-08,318.422286004161,318.422286027374,2.32130901167693e-08,610.039039729032,610.039039627039,-1.01992782219895e-07
235,-93.4581727366566,-93.4581727257373,1.09192939135028e-08,-114.554803602952,-114.554803612541,-9.58877421908255e-09,135.425812995341,135.425812997941,2.60047272604425e-09,124.482168816103,124.482168831996,1.58933204374989e-08,311.191581496891,311.191581522452,2.55611780630716e-08,587.411919384168,587.411919276319,-1.07849359665124e-07
236,-93.0807987453917,-93.0807987341757,1.12159455056826e-08,-114.206782200337,-114.206782210414,-1.00776560429949e-08,136.280061005589,136.280061008383,2.79328560282011e-09,126.082980557536,126.082980574003,1.64675526548308e-08,303.848208206118,303.848208234134,2.80155632026435e-08,565.249045796055,565.249045682453,-1.13601913653838e-07
