Krank_Acisi_deg,theta2_deg,theta3_deg,theta4_deg,theta5_deg,omega2_deg_s,omega3_deg_s,omega4_deg_s,omega5_deg_s,alpha2_deg_s2,alpha3_deg_s2,alpha4_deg_s2,alpha5_deg_s2,Kisit_Kalintisi_mm,Newton_Iterasyon,Jacobian_Cond
239,-12.3452796280058,-91.9348411548081,-171.532427847351,-113.137213942106,59.2721797525611,138.718224017316,-19.2749390896653,130.524786350952,-396.768415442219,281.141721227303,590.011420295653,501.441449338443,1.4210854715202e-14,4,1.84560012046137
239.5,-12.2633399844279,-91.7419070380405,-171.558630843206,-112.955449179471,58.7208044155824,139.106005241164,-18.4583192093115,131.214097438975,-397.211585777332,277.258529860765,585.932176305517,491.183999952054,2.8421709430404e-14,4,1.83807817573954
240,-12.1821665664738,-91.5484380906922,-171.583703558125,-112.77273690008,58.1688154723734,139.488373506819,-17.6473193699891,131.889234607892,-397.652086704452,273.347056513329,581.918468621587,481.030785914606,1.4210854715202e-14,4,1.83061486011279
240.5,-12.1017602239507,-91.3544418580487,-171.607653734688,-112.589096689821,57.6162163038856,139.865289512276,-16.8418489372866,132.550341713278,-398.090388718923,269.407269540085,577.969736449434,470.980488984549,2.1316282072803e-14,4,1.82320997038911
241,-12.0221218024246,-91.1599259400134,-171.630488990141,-112.404547936051,57.0630096365764,140.236713908536,-16.0418180627027,133.197560781811,-398.526963789083,265.439132881808,574.085409014001,461.031793941645,2.8421709430404e-14,4,1.81586330026505
241.5,-11.9432521441301,-90.9648979911775,-171.652216817493,-112.219109830137,56.5091975403935,140.602607293348,-15.2471376969312,133.83103201608,-398.962285314202,261.442605890224,570.264906383158,451.183389457519,2.1316282072803e-14,4,1.80857464057741
242,-11.8651520888843,-90.7693657208982,-171.672844586634,-112.032801369983,55.9547814268147,140.962930204722,-14.4577196020312,134.450893800563,-399.396828084442,257.417643154273,566.507640249578,441.433968916053,2.8421709430404e-14,4,1.80134377954526
242.5,-11.787822475002,-90.5733368933864,-171.692379545474,-111.84564136255,55.3997620469439,141.317643114184,-13.6734763625401,135.057282708719,-399.831068242861,253.364194327393,562.813014672555,431.782231185809,3.5527136788005e-14,4,1.79417050300286
243,-11.7112641402147,-90.3768193278038,-171.710828821088,-111.657648426369,54.8441394896561,141.666706419812,-12.8943213955822,135.650333511108,-400.265483249506,249.282203955848,559.180426781374,422.226881346602,1.4210854715202e-14,4,1.78705459462344
243.5,-11.6354779225911,-90.17982089837,-171.72819942088,-111.468840994033,54.2879131797926,142.010080439018,-12.1201689600274,136.230179184503,-400.700551847606,245.171611308137,555.609267441771,412.766631372268,1.4210854715202e-14,4,1.77999583613432
244,-11.5604646614612,-89.9823495344796,-171.74449823376,-111.279237314688,53.731081876401,142.3477254011,-11.3509341647475,136.796950921911,-401.136754031906,241.032350205485,552.098921886978,403.400200771582,2.8421709430404e-14,4,1.77299400752349
244.5,-11.4862251983417,-89.78441322083,-171.759732031327,-111.088855456499,53.1736436710173,142.679601439562,-10.5865329760212,137.350778143464,-401.574571019162,236.86434885344,548.648770314795,394.12631718924,2.8421709430404e-14,4,1.76604888723795
245,-11.4127603778645,-89.5860199975596,-171.773907469067,-110.897713309104,52.6155959859887,143.005668584198,-9.82688222413193,137.89178850811,-402.014485220808,232.667529674607,545.258188452093,384.943716968707,2.8421709430404e-14,4,1.759160252374
245.5,-11.3400710487073,-89.3871779603979,-171.787031087555,-110.705828586054,52.0569355728312,143.325886752941,-9.07189960920378,138.420107926066,-402.456980217824,228.441809142506,541.926548088095,375.851145678703,2.8421709430404e-14,4,1.7523278788597
246,-11.2681580645264,-89.1878952608264,-171.799109313668,-110.513218827233,51.4976585106219,143.64021574349,-8.32150370631682,138.935860571976,-402.902540737816,224.187097616584,538.653217577734,366.847358604991,2.1316282072803e-14,4,1.74555154162984
246.5,-11.1970222848915,-88.9881801062515,-171.810148461803,-110.319901401254,50.9377602044209,143.948615224701,-7.57561396994498,139.43916889873,-403.351652634313,219.903299178391,535.437562316359,357.931121209116,2.8421709430404e-14,4,1.7388310147934
247,-11.1266645762233,-88.7880407601898,-171.820154735101,-110.125893507846,50.3772353837205,144.251044727758,-6.83415073775208,139.930153651897,-403.804802868306,215.590311468906,532.278945186998,349.101209555625,1.4210854715202e-14,4,1.73216607179395
247.5,-11.0570858127328,-88.5874855424654,-171.829134226676,-109.931212180213,49.8160781009191,144.547463637111,-6.0970352337865,140.408933884731,-404.262479492016,211.248025527048,529.176726981351,340.356410709285,1.4210854715202e-14,4,1.72555648556303
248,-10.9882868773623,-88.3865228294199,-171.837092920848,-109.735874287374,49.2542817298151,144.837831181201,-5.36418957110763,140.875626973705,-404.72517163491,206.876325629353,526.130266795652,331.695523103714,1.4210854715202e-14,4,1.71900202866677
248.5,-10.9202686627295,-88.1851610541363,-171.84403669438,-109.539896536478,48.6918389641189,145.12210642295,-4.63553675387966,141.330348634548,-405.193369491961,202.475089130825,523.138922402486,323.117356882816,7.105427357601e-15,4,1.71250247344591
249,-10.8530320720729,-87.983408706675,-171.849971317716,-109.343295475103,48.1287418159808,145.400248250044,-3.91100067896566,141.773212938724,-405.667564314144,198.044186306965,520.202050599615,314.620734216348,2.8421709430404e-14,4,1.70605759214943
249.5,-10.7865780201992,-87.781274334324,-171.854902456222,-109.146087493527,47.5649816145287,145.672215364988,-3.19050613705139,142.204332330344,-406.148248401174,193.583480196969,517.319007536825,306.20448959085,1.4210854715202e-14,4,1.69966715706189
250,-10.7209074344334,-87.5787665418639,-171.858835671425,-108.948288826975,47.0005490044157,145.937966274949,-2.47397881333112,142.62381764346,-406.635915096469,189.092826448102,514.489149021781,297.867470077209,1.4210854715202e-14,4,1.6933309406248
250.5,-10.6560212555699,-87.3758939918456,-171.861776422263,-108.749915557843,46.4354339443728,146.19745928138,-1.76134528778166,143.031778119715,-407.131058784339,184.572073161229,511.711830805821,289.608535575957,7.105427357601e-15,4,1.68704871555201
251,-10.5919204388266,-87.1726654048836,-171.863730066319,-108.550983617901,45.8696257057636,146.450652469436,-1.05253303505318,143.428321426321,-407.634174889371,180.021060737513,508.986408850599,281.426559041457,1.4210854715202e-14,4,1.68082025493934
251.5,-10.5286059548006,-86.969089559964,-171.864701861069,-108.351508790459,45.303112871139,146.697503697169,-0.3474704240031,143.813553674335,-408.145759878016,175.439621726266,506.312239576451,273.320426686045,1.4210854715202e-14,4,1.67464533236867
252,-10.4660787904256,-86.7651752947674,-171.864696965123,-108.151506712525,44.7358833327873,146.937970584523,0.353913283103996,144.1875794372,-408.666311262338,170.827580673933,503.688680093325,265.289038165104,1.4210854715202e-14,4,1.66852372200657
252.5,-10.4043399499318,-86.5609315060075,-171.863720439463,-107.950992876921,44.1679242912788,147.172010502111,1.05168793170439,144.550501769535,-409.196327605918,166.184753974235,501.115088415083,257.331306744104,1.4210854715202e-14,4,1.66245519869754
253,-10.3433904558075,-86.3563671497851,-171.861777248681,-107.749982634381,43.5992222539993,147.399580559788,1.74592247633022,144.902422226147,-409.736308531891,161.510949719417,498.590823657948,249.446159448494,1.4210854715202e-14,4,1.65643953805217
253.5,-10.2832313497632,-86.1514912419586,-171.858872262218,-107.548491195622,43.0297630336721,147.620637595023,2.43668498227012,145.243440881233,-410.286754733074,156.805967552624,496.115246223853,241.632537197356,2.8421709430404e-14,4,1.65047651653017
254,-10.223863693697,-85.9463128585301,-171.855010255596,-107.346533633387,42.4595317468642,147.835138161058,3.12404262747333,145.573656347762,-410.848167984166,152.069598521389,493.687717969404,233.889394921672,1.4210854715202e-14,4,1.64456591151852
254.5,-10.1652885706628,-85.7408411360491,-171.85019591165,-107.144124884457,41.8885128124737,148.043038514869,3.8080617046795,145.89316579701,-411.421051155994,147.301624932208,491.307602361152,226.215701668012,1.4210854715202e-14,4,1.63870750140478
255,-10.1075070858403,-85.5350852720319,-171.844433821754,-106.941279751646,41.3166899501965,148.244294604927,4.48880762375532,146.202064978228,-412.005908231757,142.5018202062,488.974264617844,218.610440688418,1.4210854715202e-14,4,1.63290106564571
255.5,-10.0505203675074,-85.3290545253989,-171.837728487047,-106.738012905756,40.7440461789691,148.438862058757,5.16634491421933,146.500448238427,-412.603244325232,137.669948735856,486.687071840278,211.072609517228,2.1316282072803e-14,4,1.62714638483128
256,-9.99432956801398,-85.1227582169292,-171.830084319653,-106.534338887516,40.1705638153842,148.626696170299,5.84073722793957,146.788408542262,-413.213565700912,132.805765742837,484.445393129397,203.601220035535,1.4210854715202e-14,4,1.62144324074423
256.5,-9.93893586475918,-84.9162057297327,-171.8215056439,-106.330272109486,39.5962244720779,148.807751887071,6.51204734198675,147.066037491993,-413.837379796022,127.909017136833,482.248599693193,196.195298523974,1.4210854715202e-14,4,1.61579141641518
257,-9.88434046116983,-84.7094065097402,-171.81199669753,-106.125826857932,39.0210090560839,148.981983797144,7.18033716162883,147.333425347518,-414.47519524437,122.979439375468,480.096064943007,188.853885704446,2.8421709430404e-14,4,1.61019069617352
257.5,-9.83054458768177,-84.5023700662121,-171.801561632909,-105.921017294684,38.4448977671548,149.149346115908,7.84566772345252,147.590661046451,-415.127521901978,118.016759325235,477.987164579751,181.576036771418,2.8421709430404e-14,4,1.60464086569399
258,-9.77754950272333,-84.2951059722649,-171.790204518232,-105.715857458951,37.867870096045,149.309792672666,8.50809919859705,147.83783222424,-415.794870874455,113.020694123466,475.921276670592,174.360821413363,2.8421709430404e-14,4,1.59914171203924
258.5,-9.72535649370129,-84.087623865417,-171.777929338723,-105.510361269119,37.2899048227556,149.463276897017,9.16769089608931,148.075025234306,-416.477754546041,107.990951041311,473.897781716595,167.207323824895,2.8421709430404e-14,4,1.59369302369826
259,-9.67396687798925,-83.8799334481537,-171.764739997826,-105.30454252452,36.7109800147375,149.609751805062,9.82450126626564,148.302325168194,-417.176686610268,102.927227347744,471.916062711803,160.114642710125,2.1316282072803e-14,4,1.58829459062088
259.5,-9.62338200391859,-83.6720444885108,-171.750640318401,-105.098414907164,36.1310730250503,149.749169985419,10.4785879042707,148.519815875723,-417.892182102184,97.829210174567,469.975505194233,153.081891277736,2.8421709430404e-14,4,1.58294620424836
260,-9.57360325177196,-83.4639668206783,-171.735634043907,-104.891991983457,35.5501604904763,149.88148358505,11.1300075536223,148.727579985123,-418.624757432065,92.696576382423,468.075497289214,146.108197228251,1.4210854715202e-14,4,1.57764765754021
260.5,-9.52463203477945,-83.2557103456237,-171.719724839579,-104.685287205877,34.968218329586,150.006644294902,11.7788161098301,148.92569892315,-419.374930420551,87.5289924278213,466.215429745514,139.19270273394,1.4210854715202e-14,4,1.5723987449971
261,-9.47646980011749,-83.0472850317356,-171.702916293608,-104.478313914636,34.3852217407542,150.124603335365,12.4250686240606,149.114252935167,-420.143220335135,82.326114231159,464.394695964654,132.334564411796,2.8421709430404e-14,4,1.56719926268025
261.5,-9.42911802991052,-82.8387009154873,-171.68521191831,-104.2710853393,33.8011452001239,150.235311441549,13.0688193068385,149.293321105183,-420.930147927936,77.0875870457532,462.612692023814,125.532953289981,1.4210854715202e-14,4,1.56204900822701
262,-9.38257824223555,-82.6299681021212,-171.666615151288,-104.063614600391,33.2159624595184,150.338718848378,13.7101215317747,149.462981375844,-421.736235474659,71.8130453278946,460.868816692698,118.787054768133,1.4210854715202e-14,4,1.55694778086299
262.5,-9.33685199212961,-82.4210967663539,-171.647129356597,-103.85591471096,32.6296465442962,150.4347752755,14.3490278393149,149.623310568359,-422.562006814688,66.502112607912,459.162471444736,112.096068571875,7.105427357601e-15,4,1.5518953814105
263,-9.29194087260026,-82.2120971531024,-171.626757825892,-103.647998578129,32.0421697511522,150.523429912032,14.9855899404989,149.774384402364,-423.407987392201,61.154401362281,457.49306046296,105.459208701897,1.4210854715202e-14,4,1.54689161229365
263.5,-9.24784651563924,-82.0029795782319,-171.605503779583,-103.439879004604,31.4535036458585,150.604631401112,15.6198587207256,149.916277515713,-424.274704298234,55.7695128867721,455.859990640904,98.8757033779148,2.8421709430404e-14,4,1.54193627753989
264,-9.20457059323913,-81.7937544293246,-171.583370367978,-103.231568690173,30.8636190609481,150.678327824283,16.2518842435153,150.04906348418,-425.162686313596,50.3470371706671,454.262671578833,92.3447949778136,1.4210854715202e-14,4,1.53702918277817
264.5,-9.1621148184135,-81.5844321664709,-171.560360672418,-103.023080233157,30.2724860933373,150.744466685707,16.8817157542637,150.172814841081,-426.072463952535,44.8865527720623,452.700515575624,85.8657399722763,2.8421709430404e-14,4,1.53217013523379
265,-9.12048094622021,-81.3750233230822,-171.536477706417,-102.814426131849,29.6800741018879,150.802994896201,17.5094016839824,150.287603096799,-427.00456950706,39.38762669428,451.172937616593,79.4378088551527,1.4210854715202e-14,4,1.52735894371984
265.5,-9.07967077478824,-81.1655385067263,-171.511724416784,-102.605618785925,29.0863517049065,150.853858757099,18.1349896530189,150.39349875821,-427.959537091813,33.8498142634241,449.679355357554,73.0602860698407,2.8421709430404e-14,4,1.52259541862542
266,-9.03968614634801,-80.955988399985,-171.486103684751,-102.396670497817,28.4912867775824,150.897003943956,18.758526474753,150.490571348006,-428.937902689369,28.2726590071079,448.219189105375,66.7324699319104,2.1316282072803e-14,4,1.51787937190054
266.5,-9.0005289482653,-80.7463837613351,-171.45961832709,-102.187593474071,27.8948464493604,150.932375490075,19.3800581592632,150.5788894239,-429.940204195875,22.6556925343911,446.791861795315,60.4536725481988,7.105427357601e-15,4,1.51321061703787
267,-8.96220111407888,-80.5367354260514,-171.432271097225,-101.978399826673,27.2969971012524,150.959917769867,19.9996299169596,150.658520597729,-430.966981466887,16.9984344169818,445.396798965371,54.2232197325977,1.4210854715202e-14,4,1.50858896905121
267.5,-8.92470462454189,-80.3270543071338,-171.404064686342,-101.769101574349,26.6977043630833,150.979574482058,20.6172861621798,150.72953155443,-432.018776363285,11.3003920717327,444.033428727897,48.0404509187164,2.8421709430404e-14,4,1.50401424445087
268,-8.88804150866708,-80.1173513962576,-171.37500172449,-101.559710643841,26.0969331106749,150.991288632719,21.2330705167429,150.791988070891,-433.09613279715,5.56106064450686,442.701181738715,41.9047190696264,2.1316282072803e-14,4,1.49948626121588
268.5,-8.85221384477611,-79.9076377647471,-171.345084781681,-101.350238871154,25.494647462964,150.995002518151,21.8470258134595,150.845955034679,-434.199596777457,-0.220077104543959,441.399491163957,35.8153905848461,1.4210854715202e-14,4,1.49500483876308
269,-8.81722376155272,-79.6979245645735,-171.314316368982,-101.140698002776,24.8908107790593,150.990657707595,22.4591940995939,150.891496462637,-435.329716455448,-6.04355091421116,440.127792644835,29.771845204736,1.4210854715202e-14,4,1.49056979791314
269.5,-8.7830734391002,-79.4882230293768,-171.282698939608,-100.931099696879,24.285385655235,150.978195025803,23.0696166402762,150.928675519345,-436.487042169538,-11.9099031338982,438.885524260562,23.773475912461,1.4210854715202e-14,4,1.4861809608536
