Krank_Acisi_deg,theta2_deg,theta3_deg,theta4_deg,theta5_deg,omega2_deg_s,omega3_deg_s,omega4_deg_s,omega5_deg_s,alpha2_deg_s2,alpha3_deg_s2,alpha4_deg_s2,alpha5_deg_s2,Kisit_Kalintisi_mm,Newton_Iterasyon,Jacobian_Cond
181,-26.634060264126,-109.103377109283,-157.854414402587,-120.758053945091,113.669297552719,67.3715707094419,-169.165466371555,-86.1241498199933,-224.631030527573,546.050105021129,1139.57878081546,2221.56130618116,2.8421709430404e-14,4,3.04246876490615
181.5,-26.4764038971659,-109.009279125325,-158.088264819963,-120.875529792522,113.355153243867,68.129301751606,-167.57738253912,-83.042326099525,-227.731175556172,545.080521116383,1147.14815706361,2216.1374378849,2.8421709430404e-14,4,3.03234812808995
182,-26.3191868210589,-108.914129676348,-158.319902482856,-120.988730804427,113.036726494534,68.8856774041022,-165.979256119393,-79.9685608299969,-230.797752961942,544.098271141928,1154.04274723924,2209.96116619932,2.8421709430404e-14,4,3.02211114085593
182.5,-26.1624149512786,-108.817930657195,-158.549314088944,-121.097668891012,112.71406389225,69.6406797731453,-164.372013234749,-76.9038821925185,-233.830812126899,543.10292100626,1160.2785614669,2203.05674015242,1.4210854715202e-14,4,3.01176266419412
183,-26.0060941386417,-108.720683987977,-158.776487606642,-121.202357367083,112.387211955177,70.3942903654818,-162.756557556401,-73.8492846054956,-236.830403583878,542.094041581599,1165.87191146227,2195.44852006439,2.8421709430404e-14,4,3.00130751749917
183.5,-25.8502301694055,-108.622391614903,-159.001412243644,-121.302810905064,112.056217130409,71.1464900953481,-161.133769917788,-70.8057286067875,-239.796579160657,541.071208796865,1170.83936434106,2187.16092504788,1.4210854715202e-14,4,2.99075047450264
184,-25.6948287653679,-108.523055511098,-159.224078414975,-121.399045487902,111.721125792077,71.8972592915576,-159.504507990989,-67.7741408071395,-242.729392122645,540.034003729182,1175.19769805637,2178.21838288213,1.4210854715202e-14,4,2.98009625943505
184.5,-25.5398955839701,-108.42267767741,-159.444477710631,-121.49107836195,111.381984239248,72.6465777047137,-157.869606023862,-64.7554139115524,-245.628897314043,538.98201269378,1178.96385853587,2168.64528231286,2.1316282072803e-14,4,2.96934954341705
185,-25.3854362184025,-108.321260143208,-159.662602862898,-121.57892798993,111.038838693644,73.3944245145465,-156.229874635496,-61.7504068051985,-248.495151297375,537.914827332193,1182.15491857734,2158.46592781517,1.4210854715202e-14,4,2.95851494107858
185.5,-25.2314561977137,-108.21880496717,-159.878447713423,-121.662614004056,110.691735297152,74.1407783373702,-154.586100667505,-58.7599447004401,-251.328212491305,536.832044698648,1184.78803854944,2147.70449684319,2.1316282072803e-14,4,2.94759700740373
186,-25.0779609869236,-108.115314238061,-160.092007180117,-121.742157159401,110.340720109154,74.8856172336601,-152.939047088629,-55.7848193414905,-254.128141306639,535.733267344528,1186.88042893262,2136.38499957689,7.105427357601e-15,4,2.93660023479891
186.5,-24.9249559871395,-108.010790075501,-160.303277223964,-121.817579287587,109.985839103669,75.6289187157447,-151.289452950073,-52.8257892632478,-256.895000280429,534.618103400804,1188.44931472477,2124.5312411647,2.8421709430404e-14,4,2.92552905038094
187,-24.7724465356768,-107.905234630714,-160.512254815799,-121.888903250873,109.627138166304,76.3706597556114,-149.638033388969,-49.8835801008432,-259.628854208083,533.48616665833,1189.51190172577,2112.16678644913,1.4210854715202e-14,4,2.91438781348127
187.5,-24.6204379061843,-107.798650087284,-160.71893790312,-121.9561528967,109.264663091029,77.1108167928216,-147.985479677369,-46.9588849464701,-262.329770273392,532.337076645897,1190.08534470541,2099.3149271523,2.8421709430404e-14,4,2.90318081336225
188,-24.4689353087738,-107.691038661878,-160.923325377003,-122.019353012768,108.898459576771,77.8493657425334,-146.332459314135,-44.0523647500991,-264.997818176386,531.170458705925,1190.18671745099,2085.99865148898,1.4210854715202e-14,4,2.89191226714043
188.5,-24.3179438901541,-107.582402604977,-161.125417039172,-122.078529282695,108.528573223832,78.5862820036266,-144.679616157134,-41.1646487607345,-267.633070258936,529.985944067711,1189.83298468187,2072.24061616584,0,4,2.8805863179121
189,-24.1674687337711,-107.472744201581,-161.325213569277,-122.133708242315,108.155049530131,79.3215404669288,-143.027570593153,-38.2963350049305,-270.235601628013,528.783169918108,1189.04097581171,2058.0631207182,2.8421709430404e-14,4,2.86920703307539
189.5,-24.0175148599525,-107.362065771916,-161.522716492432,-122.18491723667,107.777933887282,80.0551155235371,-141.376919742992,-35.4479907993612,-272.805490276523,527.561779469552,1187.82736053152,2043.4880841285,2.8421709430404e-14,4,2.85777840284323
190,-23.8680872260583,-107.250369672113,-161.717928147065,-122.232184377724,107.397271576505,80.7869810732328,-139.728237699218,-32.6201532943149,-275.342817201639,526.32142202532,1186.20862618138,2028.53702366481,5.6843418860808e-14,4,2.84630433894117
190.5,-23.719190726637,-107.137658294895,-161.910851653118,-122.275538502868,107.013107764368,81.5171105329842,-138.082075794127,-29.8133300450759,-277.847666520543,525.061753041936,1184.20105687245,2013.23103587215,1.4210854715202e-14,4,2.83478867348377
191,-23.5708301935877,-107.023934070231,-162.101490880634,-122.315009134219,106.625487498377,82.2454768455349,-136.438962895518,-27.0279996082538,-280.320125583512,523.782434188613,1181.82071431664,1997.5907796454,1.4210854715202e-14,4,2.82323515802311
191.5,-23.4230103963293,-106.909199465997,-162.289850418781,-122.350626438777,106.234455702412,82.9720524880718,-134.799405727928,-24.2646121602204,-282.760285084261,522.483133403656,1179.08342031685,1981.63646130816,2.8421709430404e-14,4,2.81164746276285
192,-23.2757360419746,-106.793456988614,-162.475935545328,-122.382421189445,105.840057172002,83.6968094809694,-133.163889217063,-21.5235901349228,-285.168239167484,521.163524947715,1176.00474086712,1965.38782161938,2.8421709430404e-14,4,2.80002917593121
192.5,-23.1290117755124,-106.676709183672,-162.659752196629,-122.410424726952,105.442336569465,84.4197193966062,-131.532876855228,-18.8053288784507,-287.544085533513,519.823289453814,1172.5999718089,1948.86412462694,5.6843418860808e-14,4,2.78838380330589
193,-22.9828421799961,-106.558958636553,-162.841306938112,-122.434668922697,105.041338418893,85.1407533682479,-129.906811085624,-16.1101973178494,-289.887925540022,518.462113974059,1168.88412598723,1932.08414828534,1.4210854715202e-14,4,2.77671476788442
193.5,-22.8372317767388,-106.440207973032,-163.020606935322,-122.45518614252,104.637107101009,85.8598820989933,-128.286113703488,-13.4385386417881,-292.199864300739,517.079692022946,1164.87192184842,1915.06617675382,2.8421709430404e-14,4,2.76502540969279
194,-22.6921850255165,-106.320459859864,-163.197659925534,-122.472009211441,104.229686847878,86.577075870778,-126.671186272086,-10.7906709908064,-294.48001078106,515.675723617193,1160.57777341939,1897.82799429007,7.105427357601e-15,4,2.75331898572572
194.5,-22.547706324778,-106.19971700537,-163.372474189946,-122.485171379348,103.819121737499,87.2923045534307,-125.062410551717,-8.16688815498398,-296.728477890553,514.249915312005,1156.01578160756,1880.38688065477,2.8421709430404e-14,4,2.74159867001175
195,-22.4038000118629,-106.077982159998,-163.545058526482,-122.494706287669,103.405455688258,88.0055376137776,-123.460148939907,-5.56746027699185,-298.945382572257,512.801980233715,1151.19972675951,1862.75960794218,2.8421709430404e-14,4,2.72986755379633
195.5,-22.2604703632273,-105.955258116877,-163.715422223209,-122.500647937016,102.988732453273,88.7167441247894,-121.864744921102,-2.99263455860311,-301.13084588875,511.331638108708,1146.14306241614,1844.96243875271,1.4210854715202e-14,4,2.71812864583633
196,-22.1177215946769,-105.831547712359,-163.883575032384,-122.503030655816,102.568995614606,89.4258927747662,-120.276523524245,-0.442635968860589,-303.284993104921,509.838615288585,1140.8589102023,1827.01112562438,2.8421709430404e-14,4,2.70638487279938
196.5,-21.9755578616092,-105.706853826547,-164.049527145148,-122.501889069923,102.146288577379,90.1329518765544,-118.695791786696,2.08233204779528,-305.407953767401,508.322644771485,1135.36005578866,1808.9209116412,2.8421709430404e-14,4,2.69463907976161
197,-21.8339832592629,-105.581179383808,-164.213289166858,-122.497258073216,101.720654563769,90.8378893767901,-117.122839223044,4.58208686501238,-307.499861780623,506.783466219506,1129.65894586471,1790.70653213826,4.2632564145606e-14,4,2.68289403079738
197.5,-21.6930018229768,-105.454527353278,-164.374872093078,-122.489172799168,101.292136606907,91.5406728651649,-115.557938297473,7.05646597109853,-309.56085547945,505.220825972179,1123.76768606202,1772.38221742522,3.5527136788005e-14,4,2.67115240965501
198,-21.5526175284561,-105.326900749348,-164.534287286232,-122.477668593403,100.860777544674,92.2412695837072,-114.001344898367,9.50532627003754,-311.591077698354,503.634477055933,1117.69803976842,1753.9616964515,4.2632564145606e-14,4,2.65941682051228
198.5,-21.4128342920481,-105.198302632145,-164.691546452905,-122.462780987206,100.426620013409,92.9396464360734,-112.453298813992,11.928543388208,-313.5906758371,502.024179189498,1111.46142777451,1735.45820133933,1.4210854715202e-14,4,2.64768978880592
199,-21.2736559710269,-105.068736107989,-164.846661621819,-122.444545671999,99.98970644152,93.6357699968443,-110.91402420812,14.3260109879569,-315.559801922919,500.389698785221,1105.06892869575,1716.8844727127,1.4210854715202e-14,4,2.63597376212956
199.5,-21.1350863638861,-104.938204329851,-164.999645122456,-122.422998474765,99.5500790430202,94.3296065208205,-109.383730094556,16.6976400890891,-317.498612669128,498.730808946222,1098.53128011448,1698.252765753,2.8421709430404e-14,4,2.62427111119429
200,-20.9971292106417,-104.806710497785,-165.150509564351,-122.398175334402,99.1077798109785,95.0211219523106,-107.862610809615,19.0433583992325,-319.407269530189,497.047289459389,1091.85888038825,1679.57485691487,4.2632564145606e-14,4,2.61258413084691
200.5,-20.8597881931428,-104.674257859354,-165.299267817027,-122.370112279011,98.6628505108991,95.7102819344066,-106.350846481654,21.3631096539523,-321.285938753191,495.338926784152,1085.06179107233,1660.86205123812,2.8421709430404e-14,4,2.60091504114045
201,-20.7230669353932,-104.540849710045,-165.44593299059,-122.338845404082,98.2153326740313,96.3970518182419,-104.848603496839,23.6568529673987,-323.134791425719,493.605514037018,1078.14973990634,1642.12519019487,0,4,2.58926598845209
201.5,-20.5869690038808,-104.406489393665,-165.590518416961,-122.304410851582,97.7652675906157,97.0813966722231,-103.356034960406,25.9245621941912,-324.954003520133,491.846850971852,1071.13212431663,1623.37466001339,2.8421709430404e-14,4,2.57763904664394
202,-20.4514979079173,-104.271180302727,-165.733037631749,-122.266844789917,97.3126963030706,97.763281291233,-101.873281152721,28.1662253031636,-326.743755934226,490.062743955862,1064.01801538816,1604.62040042312,2.8421709430404e-14,4,2.56603621826178
202.5,-20.316657099987,-104.134925878826,-165.873504356752,-122.226183394758,96.8576595991255,98.4426702057963,-100.400469979525,30.3818437635154,-328.504234528262,488.2530059413,1056.81616226166,1585.87191376835,2.8421709430404e-14,4,2.5544594357678
203,-20.1824499761055,-103.997729612998,-166.011932483077,-122.182462830708,96.4001980049048,99.1195276912037,-98.9377174157995,32.5714319438486,-330.235630158409,486.417456432842,1049.53499691364,1567.1382744405,2.1316282072803e-14,4,2.5429105628029
203.5,-20.0488798761879,-103.859595046069,-166.148336054879,-122.135719233798,95.9403517779681,99.7938177765868,-97.4851279427574,34.7350165244988,-331.938138706554,484.555921450669,1042.18263927908,1548.42813858208,4.2632564145606e-14,4,2.53139139547482
204,-19.9159500844266,-103.720525768989,-166.282729253688,-122.085988694786,95.4781609003113,100.46550425394,-96.0427949774939,36.8726359235063,-333.611961106528,482.668233489213,1034.76690267855,1529.74975401781,2.8421709430404e-14,4,2.51990366366813
204.5,-19.7836638296786,-103.580525423159,-166.415126383345,-122.033307243242,95.013665071334,101.134550687081,-94.6108012949147,38.9843397365155,-335.257303366739,480.754231471602,1027.29529951358,1511.11097037138,3.5527136788005e-14,4,2.5084490323728
205,-19.6520242858634,-103.439597700735,-166.545541855506,-121.977710832413,94.5469037007778,101.800920420544,-93.1892194415874,41.0701881908293,-336.874376589235,478.813760699796,1019.77504719584,1492.51924932878,1.4210854715202e-14,4,2.49702910302767
205.5,-19.5210345723701,-103.297746344934,-166.673990175714,-121.919235324819,94.0779159016404,102.464576588406,-91.7781121412136,43.1302516138005,-338.463396985226,476.846672800417,1012.21307427808,1473.98167501174,2.8421709430404e-14,4,2.48564541487591
206,-19.3906977544742,-103.154975150316,-166.800485930042,-121.85791647859,93.6067404830712,103.125482123026,-90.377532691463,45.1646099156861,-340.024585887075,474.852825666318,1004.61602675626,1455.50496442739,2.1316282072803e-14,4,2.47429944632926
206.5,-19.2610168437647,-103.011287963059,-166.925043772264,-121.793789934506,93.1334159432519,103.783599763709,-88.987525351953,47.1733520870509,-341.558169756804,472.832083393869,996.990274514439,1437.09547796251,2.8421709430404e-14,4,2.46299261633838
207,-19.1319947985811,-102.86668868122,-167.047678411569,-121.726891203727,92.6579804622684,104.438892065274,-87.6081257231931,49.156575710759,-343.064380191128,470.784316216023,989.341917885679,1418.75922989323,2.1316282072803e-14,4,2.45172628576649
207.5,-19.0036345244599,-102.721181254986,-167.168404600794,-121.657255656189,92.1804718949773,105.091321406528,-86.2393611163508,51.1143864885587,-344.543453923073,468.709400431167,981.676794304102,1400.50189888327,2.8421709430404e-14,4,2.44050175876402
208,-18.8759388745915,-102.574769686916,-167.28723712516,-121.58491850965,91.7009277638736,105.74084999864,-84.8812509137297,53.0468977822236,-345.995632820202,466.607218327795,974.000485024806,1382.32883844584,2.8421709430404e-14,4,2.42932028414175
208.5,-18.7489106502867,-102.427458032163,-167.404190791504,-121.509914819356,91.2193852519622,106.387439893405,-83.5338069198782,54.9542301691884,-347.421163879503,464.477658105054,966.318321890125,1364.24508734652,4.2632564145606e-14,4,2.41818305674038
209,-18.622552601453,-102.27925039869,-167.519280417996,-121.432279468326,90.735881195639,107.031052991393,-82.1970337032815,56.8365110125775,-348.820299218979,462.320613789173,958.635394122242,1346.25537992636,1.4210854715202e-14,4,2.4070912187945
209.5,-18.4968674270811,-102.13015094748,-167.632520824319,-121.352047158214,90.2504520775864,107.671651049988,-80.8709289286111,58.6938740455067,-350.193296065994,460.135985145857,950.956555123696,1328.36415632641,1.4210854715202e-14,4,2.39604586128907
210,-18.371857775741,-101.980163892724,-167.743926822304,-121.269252400743,89.763134019687,108.309195691289,-79.5554836795341,60.5264589695058,-351.54041674243,457.923677588658,943.286429268817,1310.57557259643,1.4210854715202e-14,4,2.38504802530671
210.5,-18.2475262460882,-101.829293502004,-167.853513207012,-121.183929509688,89.2739627759596,108.943648409896,-78.2506827721047,62.3344110668926,-352.861928646705,455.68360208341,935.629418670476,1292.89351067266,1.4210854715202e-14,4,2.37409870336415
211,-18.1238753873791,-101.677544096467,-167.961294748238,-121.096112593381,88.782973725523,109.574970580545,-76.9565050587839,64.1178808269057,-354.15810423273,453.415675048752,927.989709907901,1275.32158821058,1.4210854715202e-14,4,2.36319884073645
211.5,-18.0009076999971,-101.524920050985,-168.067286182434,-121.005835547739,88.2902018655908,110.203123465617,-75.6729237231483,65.8770235853856,-355.429220985838,451.119818252819,920.371280702569,1257.86316826071,1.4210854715202e-14,4,2.35234933676755
212,-17.8786256359876,-101.371425794306,-168.171502205037,-120.913132049767,87.7956818045017,110.828068222487,-74.3999065653711,67.6119991777797,-356.675561395787,448.795958706158,912.777906530374,1240.5213687764,2.8421709430404e-14,4,2.3415510461661
212.5,-17.7570315996028,-101.217065809194,-168.273957463186,-120.818035551547,87.2994477547893,111.449765910737,-73.1374162785688,69.32297160523,-357.897412926882,446.444028550928,905.21316715944,1223.29907194428,2.8421709430404e-14,4,2.33080478028519
213,-17.6361279478563,-101.061844632561,-168.37466654881,-120.720579274677,86.8015335262957,112.068177499197,-71.8854107161265,71.0101087134916,-359.095067985291,444.063964946474,897.680453103986,1206.19893332907,1.4210854715202e-14,4,2.32011130838523
213.5,-17.5159169910874,-100.90576685559,-168.473643992092,-120.620796205142,86.3019725193313,112.683263872834,-70.6438431501205,72.6735818844195,-360.268823883644,441.655709951309,890.182971985691,1189.22339082575,7.105427357601e-15,4,2.30947135887897
214,-17.3964009935343,-100.748837123843,-168.570904255279,-120.518719088615,85.8007977178874,113.294985839474,-69.4126625209767,74.3135657397522,-361.418982802982,439.219210401631,882.723754794966,1172.37467341316,2.8421709430404e-14,4,2.29888562055781
214.5,-17.277582173917,-100.591060137364,-168.666461726833,-120.414380426155,85.2980416829016,113.90330413635,-68.191813678504,75.9302378569115,-362.545851752129,436.754417786401,875.305662045414,1155.65480970413,2.8421709430404e-14,4,2.28835474379873
215,-17.1594627060298,-100.432440650776,-168.760330715913,-120.30781247029,84.7937365455827,114.508179436474,-66.9812376144602,77.5237784965332,-363.649742524588,434.261288119102,867.931389815633,1139.06563628817,1.4210854715202e-14,4,2.27787934175128
215.5,-17.0420447193425,-100.272983473364,-168.852525447174,-120.199047221474,84.2879140007964,115.109572354834,-65.7808716868045,79.0943703414417,-364.730971653034,431.739781806236,860.603475673262,1122.60880586363,1.4210854715202e-14,4,2.26745999150392
216,-16.9253302996112,-100.112693469151,-168.943060055869,-120.088116424899,83.7806053005163,115.7074434544,-64.5906498358092,80.6421982467682,-365.789860361488,429.189863512666,853.324304476962,1106.28579515712,2.8421709430404e-14,4,2.25709723522939
216.5,-16.8093214894975,-99.9515755569637,-169.03194858325,-119.975051567644,83.2718412473421,116.30175325194,-63.4105027921983,82.1674490009227,-366.826734515271,426.611502023872,846.096114052642,1090.09791262863,2.8421709430404e-14,4,2.24679158130861
217,-16.6940202891976,-99.7896347104992,-169.119204972247,-119.85988387615,82.7616521880902,116.892462223652,-62.2403582774927,83.6703110971152,-367.84192456882,424.004670105218,838.921000740939,1074.04630596169,1.4210854715202e-14,4,2.23654350543283
217.5,-16.5794286570795,-99.6268759583719,-169.204843063429,-119.742644314004,82.2500680074566,117.479530810588,-61.0801411967405,85.1509745151329,-368.835765511469,421.369344358329,831.800924813503,1058.13196933812,7.105427357601e-15,4,2.22635345168379
218,-16.4655485103293,-99.4633043841609,-169.288876591215,-119.623363580022,81.7371181217575,118.062919423881,-59.9297738238174,86.609630513071,-369.808596811269,418.705505074659,824.737715756213,1042.35575049805,1.4210854715202e-14,4,2.21622183359151
218.5,-16.3523817256058,-99.2989251264476,-169.371319180349,-119.502072106612,81.2228314727492,118.642588449769,-58.7891759794829,88.0464714287197,-370.760762356971,416.013136086353,817.733077417935,1026.71835758602,4.2632564145606e-14,4,2.20614903516981
219,-16.2399301397041,-99.1337433788471,-169.45218434261,-119.378800058404,80.7072365215288,119.218498254403,-57.6582652023778,89.4616904903135,-371.692610398243,413.292224614495,810.788593023911,1011.22036578452,2.8421709430404e-14,4,2.19613541192926
219.5,-16.1281955502272,-98.9677643900327,-169.53148547376,-119.253577331145,80.1903612425209,119.790609188453,-56.5369569131557,90.8554816363452,-372.604493484231,410.542761114844,803.905730053291,995.862223736947,1.4210854715202e-14,4,2.18618129186762
220,-16.0171797162662,-98.8009934637545,-169.609235850706,-119.126433550827,79.6722331175488,120.358881591485,-55.4251645719316,92.2280393441579,-373.496768400569,407.764739121154,797.085844980687,980.644259762086,2.8421709430404e-14,4,2.17628697643758
220.5,-15.9068843590885,-98.6334359588518,-169.685448628892,-118.997398073056,79.1528791299957,120.923275796135,-54.3227998292413,93.5795584670231,-374.36979610492,404.958155086175,790.330187882019,965.566687862755,7.105427357601e-15,4,2.16645274149214
221,-15.797311162834,-98.46509728926,-169.760136839878,-118.866499982637,78.632325759055,121.483752132041,-53.2297726706972,94.9102340794236,-375.223941661164,402.123008220447,783.639906905227,950.629613531513,5.6843418860808e-14,4,2.1566788382074
221.5,-15.6884617752193,-98.2959829240122,-169.83331338913,-118.733768093372,78.1105989740746,122.040270929568,-52.1459915555274,96.2202613302613,-376.059574172338,399.259300328965,777.016052606706,935.833039356551,2.8421709430404e-14,4,2.14696549398296
222,-15.5803378082499,-98.1260983872353,-169.904991053991,-118.599230948049,77.5877242289935,122.592792523294,-51.0713635491863,97.5098353037126,-376.877066712402,396.367035645848,770.45958215461,921.176870431216,2.8421709430404e-14,4,2.13731291332019
222.5,-15.4729408389395,-97.9554492581429,-169.975182481834,-118.46291681863,77.0637264568749,123.141277255267,-50.0057944502168,98.7791508874649,-377.676796256976,393.446220667084,763.971363400385,906.660919570741,1.4210854715202e-14,4,2.1277212786783
223,-15.3662724100375,-97.7840411710215,-170.043900188387,-118.324853706606,76.538630064536,123.685685478031,-48.94918891155,100.028402648065,-378.459143613109,390.496863981474,757.552178820121,892.284912340009,2.8421709430404e-14,4,2.11819075130864
223.5,-15.2603340307634,-97.6118798152149,-170.111156556224,-118.185069343532,76.0124589272755,124.225977557413,-47.9014505564188,101.257784713121,-379.22449334821,387.518976099864,751.202729327489,878.048491896272,1.4210854715202e-14,4,2.10872147206723
224,-15.1551271775489,-97.4389709351038,-170.176963833412,-118.043591191707,75.485236383701,124.762113875073,-46.8624820890652,102.46749066011,-379.973233718232,384.512569282778,744.923637960216,863.951223650925,7.105427357601e-15,4,2.09931356220597
224.5,-15.0506532947861,-97.2653203300817,-170.241334132306,-117.900446445018,74.956985230656,125.294054830816,-45.832185400413,103.657713411525,-380.705756595213,381.47765736654,738.715453442156,849.992599754487,4.2632564145606e-14,4,2.08996712414254
225,-14.9469137955845,-97.0909338545287,-170.304279428495,-117.755662029915,74.4277277182484,125.821760844655,-44.8104616688786,104.828645136146,-381.422457394278,378.414255587998,732.578653623201,836.172043409085,3.5527136788005e-14,4,2.08068224220953
225.5,-14.8439100625328,-96.915817417782,-170.365811559876,-117.609264606526,73.8974855449804,126.345192358636,-43.7972114564876,105.980477156169,-382.123735000197,375.322380407946,726.513648799349,822.488913012753,2.8421709430404e-14,4,2.07145898338291
226,-14.7416434484689,-96.7399769841042,-170.425942225861,-117.46128056989,73.3662798529808,126.864309838416,-42.7923348004629,107.113399859988,-382.809991693615,372.202049333343,720.520784915323,808.94250613993,1.4210854715202e-14,4,2.06229739799014
226.5,-14.6401152772555,-96.5634185726496,-170.484682986714,-117.311736051316,72.8341312233399,127.379073774588,-41.7957313004434,108.227602620387,-383.481633077031,369.053280738427,714.600346652273,795.532063362565,1.4210854715202e-14,4,2.0531975203984
227,-14.5393268445629,-96.3861482574285,-170.542045262996,-117.160656919844,72.3010596715472,127.889444683765,-40.8073002014933,109.323273717935,-384.139068000651,365.876093684828,708.752560403101,782.256771916248,1.4210854715202e-14,4,2.04415936968309
227.5,-14.4392794186575,-96.2081721672708,-170.598040335133,-117.008068783815,71.7670846430323,128.395383109407,-39.8269404730556,110.400600269365,-384.78270848819,362.670507740765,702.977597138027,769.115769215804,4.2632564145606e-14,4,2.035182950277
228,-14.3399742411963,-96.0294964857883,-170.652679343081,-116.85399699253,71.2322250088086,128.896849622396,-38.8545508840003,111.459768160734,-385.412969662743,359.436542799436,697.275575163053,756.108146224751,1.4210854715202e-14,4,2.02626825260059
228.5,-14.2414125280283,-95.8501274513359,-170.705973286099,-116.698466638008,70.6964990612204,129.393804821368,-37.890030073914,112.500961985168,-386.030269672797,356.174218896683,691.646562774004,743.23295068303,2.8421709430404e-14,4,2.01741525367351
229,-14.1435954700005,-95.6700713569736,-170.757933022618,-116.54150255682,70.1599245097917,129.886209332777,-36.9332766207744,113.52436498499,-386.635029618504,352.883556028037,686.09058080886,730.489190197359,5.6843418860808e-14,4,2.00862391770797
229.5,-14.0465242337703,-95.4893345504275,-170.8085692702,-116.383129332003,69.622518477178,130.374023810714,-35.9841891051492,114.530158998046,-387.227673478289,349.56457396522,680.607605101066,717.875835198535,2.1316282072803e-14,4,1.99989419668414
230,-13.9501999626238,-95.3079234340517,-170.857892605585,-116.223371295045,69.0842974952193,130.857208936471,-35.0426661710543,115.518524408053,-387.808628035891,346.217292072202,675.197568836577,705.391821769965,2.8421709430404e-14,4,1.99122603090807
230.5,-13.8546237772985,-95.1258444647915,-170.905913464815,-116.062252527938,68.5452775010941,131.335725417844,-34.1086065836039,116.489640098786,-388.378322807944,342.841729120901,669.860364817307,693.036054351629,5.6843418860808e-14,4,1.98261934955233
231,-13.7597967768122,-94.9431041541465,-170.952642143446,-115.899796865291,68.0054738335742,131.809533988182,-33.1819092835806,117.443683411935,-388.937189972149,339.437903106607,664.595847633706,680.807408323647,4.2632564145606e-14,4,1.97407407117991
231.5,-13.6657200392962,-94.7597090681365,-170.998088796828,-115.736027896498,67.4649012293772,132.278595405181,-32.2624734390491,118.380830108474,-389.485664296171,336.005831063213,659.403835749137,668.704732473521,2.8421709430404e-14,4,1.96559010425174
232,-13.5723946228348,-94.575665827268,-171.042263440448,-115.57096896796,66.9235738196193,132.742870449424,-31.3501984941349,119.301254333371,-390.024183067306,332.545528878342,654.284113498718,656.726851351085,2.8421709430404e-14,4,1.95716734761797
232.5,-13.479821566308,-94.3909811065046,-171.085175950355,-115.40464318535,66.3815051263637,133.202319922652,-30.4449842150854,120.205128583499,-390.55318602303,329.057011108439,649.23643300524,644.872567515084,4.2632564145606e-14,4,1.94880569099374
233,-13.38800189024,-94.2056616352378,-171.126836063631,-115.237073415922,65.8387080592652,133.656904645795,-29.5467307337239,121.092623678593,-391.073115282495,325.540290793909,644.260516014782,633.140663675251,2.8421709430404e-14,4,1.94050501541945
233.5,-13.2969365976523,-94.0197141972629,-171.16725337893,-115.068282290863,65.2951949123095,134.106585456736,-28.6553385884111,121.963908735109,-391.584415279053,321.995379274381,639.356055654561,621.529904733659,2.8421709430404e-14,4,1.93226519370615
234,-13.2066266749206,-93.8331456307562,-171.206437357072,-114.898292207672,64.7509773606449,134.551323207816,-27.7707087626162,122.819151142855,-392.087532693901,318.422286004161,634.522718115556,610.039039729032,2.8421709430404e-14,4,1.92408609086629
234.5,-13.1170730926369,-93.6459628282578,-171.244397321682,-114.727125332572,64.2060664575063,134.991078763094,-26.892742721202,123.658516544251,-392.582916390899,314.82101836795,629.760144262369,598.666803687623,2.8421709430404e-14,4,1.91596756453017
235,-13.0282768064749,-93.4581727366566,-171.281142459884,-114.554803602952,63.6604726312276,135.425812995341,-26.021342444523,124.482168816103,-393.071017352648,311.191581496891,625.06795117276,587.411919384168,7.105427357601e-15,4,1.90790946534857
235.5,-12.9402387580601,-93.2697823571804,-171.316681823043,-114.38134872983,63.1142056823429,135.855486782783,-25.1564104604337,125.29027005376,-393.5522886179,307.53397808501,620.445733609256,576.273099016342,1.4210854715202e-14,4,1.89991163738173
236,-12.8529598758441,-93.0807987453917,-171.351024327542,-114.206782200337,62.5672747807738,136.280061005589,-24.2978498742975,126.082980557536,-394.02718522036,303.848208206118,615.893065425142,565.249045796055,2.8421709430404e-14,4,1.89197391847515
236.5,-12.7664410759815,-92.8912290111863,-171.384178755605,-114.031125280216,62.0196884630995,136.699496542107,-23.4455643970882,126.860458821289,-394.496164128951,300.134269131227,611.409500907148,554.338455460817,1.4210854715202e-14,4,1.88409614062259
237,-12.6806832632124,-92.7010803187995,-171.416153756159,-113.854399016343,61.4714546299103,137.113754264841,-22.5994583716682,127.622861523047,-394.959684189601,296.392155146534,606.994576057045,543.540017708336,2.8421709430404e-14,4,1.87627813031638
237.5,-12.5956873317467,-92.5103598868168,-171.446957845725,-113.676624239248,60.9225805432397,137.522795036181,-21.7594367973293,128.370343517569,-395.418206068626,292.621857372046,602.647809814351,532.852417557398,2.8421709430404e-14,4,1.86851970888567
238,-12.511454166153,-92.3190749881911,-171.476599409349,-113.497821565655,60.3730728240748,137.926579703884,-20.9254053526732,129.103057830754,-395.872192197743,288.823363580869,598.368705222254,522.274336638003,2.8421709430404e-14,4,1.86082069282268
238.5,-12.4279846422508,-92.1272329502664,-171.505086701558,-113.318011401027,59.8229374499411,138.325069096292,-20.0972704169128,129.821155655789,-396.322106720794,284.996658019236,594.156750538841,511.804454413635,4.2632564145606e-14,4,1.85318089409746
